""	./WT_1	./WT_2	./WT_3	./Y2_1	./Y2_2	./Y2_3	./YT_1	./YT_2	./YT_3
RNU6-1252P	0	0	0	0	0	0	0	0	0
USP46	1779	1628	2542	2614	1114	3179	2563	1744	3155
USP46-DT	44	37	64	46	20	50	52	29	60
ENSG00000260120	0	1	0	0	0	0	0	0	0
DANCR	5548	4804	2192	5073	1987	3232	5097	4338	3657
ENSG00000293643	1	0	0	2	1	1	0	1	0
MIR4449	0	0	0	0	0	0	0	0	0
ENSG00000286161	0	0	1	0	1	3	3	0	2
SNORA26	0	0	0	0	0	0	0	0	0
ENSG00000248375	0	0	0	0	0	0	0	0	0
ERVMER34-1	1324	1316	532	1125	510	933	1667	1219	914
ENSG00000212490	0	0	0	0	0	0	0	0	0
LINC01618	11	19	10	29	1	17	11	28	7
ENSG00000305969	28	30	32	34	13	37	68	39	14
RASL11B	242	200	31	80	57	105	56	10	38
SCFD2	437	434	259	783	266	548	694	599	876
ENSG00000248115	1	0	0	0	0	0	0	0	0
ENSG00000300337	0	0	0	0	0	0	0	0	0
RNU6-310P	0	0	0	0	0	0	0	0	0
ENSG00000299934	0	0	0	0	0	0	0	1	0
FIP1L1	1193	1094	1700	2626	1128	2151	4046	3602	2140
ENSG00000282278	0	0	0	0	0	0	0	0	0
LNX1	137	133	221	373	25	239	38	211	63
LNX1-AS1	0	0	0	0	0	0	0	0	0
COMMD5P1	0	0	0	1	1	0	1	0	0
ENSG00000306907	0	0	0	0	0	0	0	0	0
LNX1-AS2	1	1	1	2	1	3	6	2	1
ENSG00000306394	0	0	0	0	0	5	3	0	0
ENSG00000249341	0	0	0	0	0	0	0	0	0
ENSG00000249706	0	0	0	0	0	0	0	0	0
ENSG00000250815	0	0	0	0	0	0	0	0	0
RPL21P44	1	0	1	0	0	0	0	0	0
CHIC2	172	171	127	517	242	348	504	392	292
ENSG00000269506	0	0	0	0	0	0	0	0	1
ENSG00000298834	0	0	0	0	0	0	0	0	0
ENSG00000287534	0	0	0	1	0	1	2	0	0
ENSG00000251105	0	0	0	0	0	0	0	0	0
MORF4L2P1	0	0	0	0	0	0	0	0	0
GSX2	2	0	0	1	0	2	0	0	0
RPL22P13	0	2	0	7	1	0	5	2	0
PDGFRA	44	65	68	125	47	147	128	148	95
LINC02283	0	0	0	1	0	0	4	0	0
ENSG00000251264	0	0	0	0	0	0	0	0	0
ENSG00000309528	0	0	0	0	0	0	0	0	0
LINC02260	0	0	0	0	0	0	0	0	0
KIT	1280	1262	1419	2487	1050	3044	2903	2118	2205
ENSG00000306785	0	0	0	0	0	0	0	0	0
ENSG00000249727	0	0	0	0	0	0	0	0	0
LINC02358	0	0	0	0	0	0	0	0	0
ENSG00000310211	0	0	0	0	0	0	0	0	0
ENSG00000293931	3	0	1	0	0	0	0	0	0
ENSG00000248317	0	0	0	0	0	0	0	0	0
RPL38P3	0	0	0	0	0	0	0	0	0
ENSG00000298277	0	0	0	0	0	0	0	0	0
ENSG00000298268	0	0	0	1	1	1	2	0	0
RNU6-410P	0	0	1	0	0	0	0	0	0
ENSG00000250646	0	0	0	0	0	0	0	0	0
RN7SL424P	0	0	0	0	0	0	0	0	0
KDR	3775	3273	4539	21218	4013	18032	10757	15363	11572
ENSG00000296485	1	0	0	1	0	1	0	0	0
ENSG00000287060	1	0	2	1	2	2	0	0	0
RN7SL822P	0	0	0	0	0	0	0	0	0
METTL5P3	0	0	0	0	0	0	0	0	0
RNU6-746P	0	0	0	0	0	0	0	0	0
LRRC34P2	0	0	0	0	0	0	0	0	0
ENSG00000298345	0	0	0	0	0	0	0	0	0
SRD5A3	219	192	329	685	261	707	882	699	557
ENSG00000288695	4	1	4	1	7	24	10	5	11
FCF1P8	0	0	0	2	0	0	1	2	0
SRD5A3-AS1	5	2	4	4	0	5	8	5	8
LINC02928	1	0	1	4	4	6	13	17	10
TMEM165	1683	1682	1488	4287	1315	2427	2791	2461	2606
CLOCK	813	649	1063	1281	661	1636	2178	1645	1650
RN7SKP30	1	2	4	1	0	1	3	0	3
ENSG00000272969	2	1	3	4	2	6	1	5	4
PDCL2	0	2	2	6	3	18	21	12	16
NMU	370	331	363	1538	742	1312	1257	997	746
ENSG00000297261	2	1	2	3	1	5	4	1	2
ENSG00000299956	0	0	1	0	0	0	0	0	0
RNU6-276P	0	0	0	0	0	0	0	0	0
EXOC1L	2	0	0	2	3	9	4	0	3
EXOC1	854	757	1379	1745	670	1799	1778	1454	1592
RNU6-652P	2	1	2	0	0	5	1	0	2
ENSG00000287382	0	2	3	0	0	5	1	2	1
CEP135	630	595	980	1007	526	1523	1638	1146	1422
ENSG00000301501	0	0	2	0	0	0	0	0	0
ENSG00000299857	0	0	0	0	0	0	0	0	0
CRACD	919	765	1305	1831	723	1794	2361	1973	1850
RNA5SP161	0	0	1	0	0	0	0	0	0
RNU6-197P	0	0	0	0	0	0	0	0	0
ENSG00000286093	0	0	0	0	0	0	0	0	0
MRPL22P1	0	0	0	0	0	0	0	0	0
AASDH	586	559	749	799	490	1089	1241	743	858
RPL7AP31	2	0	2	47	3	1	29	0	1
ENSG00000269921	8	10	13	13	4	16	22	8	16
PPAT	4065	3814	5053	5962	2860	6904	7278	5123	7110
ENSG00000283156	0	0	0	0	0	0	0	0	0
ENSG00000290817	0	0	0	0	0	0	0	0	0
PAICS	28487	27040	20130	46931	22359	40421	68658	47078	37301
ENSG00000289393	13	11	21	35	14	33	37	24	48
SRP72	5520	5402	6433	10474	4121	9646	13209	10094	9660
ARL9	42	33	94	63	25	51	70	53	34
SPMAP2L	3	4	2	0	4	7	7	9	15
GLDCP1	922	880	524	1876	748	1617	2405	1943	1468
ENSG00000298049	0	0	0	0	0	0	0	0	0
HOPX	1	0	35	1	0	1	0	1	5
ENSG00000310269	0	0	0	0	0	0	0	0	0
ENSG00000280285	0	0	0	0	0	0	0	0	0
ENSG00000310240	0	0	0	0	0	0	0	0	0
CHAER1	0	0	0	0	0	0	0	0	0
RPL17P20	0	0	0	0	0	0	0	0	0
ENSG00000227040	5	8	5	22	2	1	13	16	3
RN7SL492P	0	0	0	0	0	0	0	0	0
RN7SL357P	0	0	0	0	0	0	0	0	0
SPINK2	21	14	41	48	12	46	26	36	14
REST	1583	1254	3115	3514	1073	3688	3298	3268	2949
ENSG00000269949	1	2	7	9	2	7	12	3	7
NOA1	1687	1524	1477	2470	1175	2307	2852	2449	1777
POLR2B	5750	5610	5913	10246	4284	9942	10726	7320	12302
RNU6-998P	0	0	2	0	0	1	0	0	0
IGFBP7	11	11	6	22	17	21	24	25	9
UBE2CP3	0	0	0	0	0	0	0	0	0
IGFBP7-AS1	0	0	0	0	0	0	2	1	2
ENSG00000287369	0	0	1	0	0	1	0	0	0
ENSG00000250192	0	0	0	0	0	0	0	0	0
ENSG00000302037	0	0	0	0	0	0	0	0	0
RPS26P24	0	0	0	0	0	0	0	0	0
LINC02380	0	0	0	0	0	0	0	0	0
ENSG00000303008	0	0	0	0	0	0	0	0	0
ENSG00000251459	0	0	0	0	0	0	0	0	0
ENSG00000251049	0	0	0	0	0	0	0	0	0
ENSG00000250333	0	0	0	0	0	0	0	1	0
ENSG00000249831	0	0	0	0	0	0	0	0	0
ENSG00000285998	0	0	0	0	0	0	0	0	0
SRIP1	0	0	0	0	0	0	0	0	0
ENSG00000249105	0	0	0	0	0	0	0	0	0
LINC02494	0	0	0	0	0	0	0	0	0
ENSG00000309366	0	0	0	0	0	0	0	0	0
ENSG00000251339	0	0	0	0	1	0	0	0	0
LINC02619	0	0	0	0	0	0	0	0	0
LINC02429	0	0	0	0	0	0	0	0	0
ENSG00000250375	0	0	0	1	0	0	0	0	0
ENSG00000286097	0	0	0	0	0	0	0	0	0
ENSG00000249111	0	0	0	0	0	0	0	0	0
ENSG00000249392	0	0	0	0	0	0	0	0	0
ENSG00000249892	0	0	0	0	0	0	0	0	0
RNU6-1325P	0	0	0	0	0	0	0	0	0
ENSG00000287174	0	0	0	0	0	1	1	0	0
ENSG00000283043	0	0	0	0	0	0	0	0	0
ENSG00000309699	0	0	0	0	0	0	0	0	0
ENSG00000307049	0	0	0	0	0	0	0	0	0
LINC02496	0	0	0	0	0	0	0	0	0
ENSG00000248237	0	0	0	0	0	0	0	0	0
ENSG00000298540	0	0	0	0	0	0	0	0	0
MIR548AG1	0	0	0	0	0	0	0	0	0
LINC02271	0	0	0	0	0	0	0	0	0
ADGRL3	829	758	966	1524	1617	3223	4887	2122	1595
RPL17P19	0	0	0	0	0	0	0	0	0
ENSG00000205682	0	0	0	0	0	1	0	0	0
ENSG00000289308	1361	1241	1128	3382	2099	2317	7292	4019	5560
ENSG00000226439	1	2	2	4	0	2	3	2	6
ADGRL3-AS1	0	0	0	0	0	1	0	0	0
RPS15AP17	0	0	0	10	0	0	7	9	0
ENSG00000288659	0	0	0	0	0	0	0	0	0
RPL21P47	0	0	0	0	0	0	0	0	0
ENSG00000250249	0	0	0	0	0	0	0	0	0
ENSG00000305991	0	0	0	1	0	0	0	0	0
ENSG00000306758	0	0	0	0	0	0	0	0	0
ENSG00000288567	0	0	0	0	0	0	0	0	0
ENSG00000248847	0	0	0	0	0	0	0	0	0
HMGN1P11	0	0	0	0	0	0	0	0	0
ENSG00000297853	0	0	0	0	0	0	0	0	0
ENSG00000306448	0	0	0	0	0	0	0	0	0
EXOC5P1	90	108	158	201	68	246	206	166	285
ENSG00000310353	0	0	0	0	0	0	0	0	0
ENSG00000310369	0	0	0	0	0	0	0	0	0
ENSG00000251055	0	0	0	0	0	0	0	0	0
ENSG00000293935	0	0	0	0	0	0	0	0	0
LARP1BP1	0	0	0	0	0	0	1	1	0
ENSG00000250775	0	0	1	0	0	3	0	2	1
ENSG00000310383	0	0	0	0	0	0	0	0	0
TECRL	0	0	0	0	0	0	0	0	0
RNU6-191P	0	0	0	0	0	0	0	0	0
DPP3P1	0	0	0	0	0	0	0	0	0
ENSG00000295567	0	0	0	0	0	0	0	0	0
MTCO3P27	0	0	0	0	0	0	0	0	0
MTCYBP16	0	0	0	0	0	0	0	0	0
MTND6P16	0	0	0	0	0	0	0	0	0
MTND5P13	0	0	0	0	0	0	0	0	0
MTND4LP31	0	0	0	0	0	0	0	0	0
MTND3P24	0	0	0	0	0	0	0	0	0
MTCO3P28	0	0	0	0	0	0	0	0	0
ENSG00000309912	3	2	5	51	2	1	0	47	0
ENSG00000244669	0	0	0	0	0	0	0	0	0
ENSG00000286664	0	0	0	0	0	0	0	0	0
ENSG00000300792	0	0	0	0	0	1	0	0	0
LINC02232	4	0	2	8	1	4	2	3	4
ENSG00000248447	0	0	0	0	0	0	0	0	0
EFL1P2	0	0	0	0	0	0	0	0	0
LINC02835	0	0	0	0	0	0	0	0	0
ENSG00000249351	0	0	0	0	0	0	0	0	0
ENSG00000304234	0	0	0	0	0	0	0	0	0
EPHA5	5	5	3	8	22	10	49	16	20
ENSG00000300265	0	0	0	0	0	0	0	0	0
RPL6P10	3235	2946	2102	2554	1696	2915	2471	1816	2454
EPHA5-AS1	12	11	4	8	18	40	69	34	26
RNU2-40P	0	0	0	0	0	0	0	0	0
ENSG00000251527	0	0	0	0	0	0	0	0	0
ENSG00000248479	0	0	0	0	0	0	0	0	0
ENSG00000249413	2	1	5	0	2	12	3	5	1
IFITM3P1	0	1	2	1	2	4	1	0	0
ENSG00000287383	0	0	0	0	0	0	0	0	0
MIR1269A	0	0	0	0	0	0	0	0	0
RPS23P3	0	0	0	0	0	1	0	0	0
ENSG00000309403	0	0	0	0	0	3	0	0	0
ENSG00000303423	0	0	0	12	1	0	0	4	1
ENSG00000310409	0	0	0	0	0	0	0	0	0
RNU6-699P	0	0	0	0	0	0	0	0	0
ENSG00000298266	0	0	0	0	0	0	0	0	0
ENSG00000301196	0	0	0	0	0	0	0	0	0
ENSG00000250075	0	2	2	0	3	9	7	4	2
RNU1-63P	0	0	0	0	1	0	0	5	0
RNA5SP527	0	0	0	0	0	0	0	0	0
ENSG00000250030	17	14	19	42	13	30	30	27	38
CENPC	555	517	901	730	523	1227	1650	868	1395
STAP1	0	0	0	0	0	0	1	0	0
ENSG00000279464	6	5	2	9	10	8	23	21	4
UBA6	1961	1748	2385	2896	1594	3593	4457	2988	3241
ENSG00000270257	0	0	0	0	0	0	0	0	0
UBA6-DT	322	355	685	682	277	725	936	704	767
ST3GAL1P1	0	0	0	0	0	0	0	0	0
ENSG00000270228	0	0	0	0	0	0	0	0	0
ENSG00000270292	0	0	0	0	0	0	0	0	0
GNRHR	0	0	0	0	0	0	0	0	0
TMPRSS11CP	0	0	0	0	0	0	0	0	0
TMPRSS11D	0	0	0	0	0	0	0	0	0
TMPRSS11A	0	0	0	3	3	4	2	6	6
TMPRSS11GP	0	0	0	0	0	0	0	0	0
ENSG00000290400	0	0	0	0	0	0	0	0	1
RNU6-95P	0	0	0	0	0	0	0	0	0
POLR2MP1	42	46	109	99	55	164	111	53	146
MTND2P41	0	0	0	0	0	0	0	0	0
TMPRSS11F	1	0	0	0	0	2	0	0	0
ENSG00000293343	0	0	0	0	0	0	0	0	0
SYT14P1	0	0	0	0	0	0	0	0	0
FTLP10	0	0	0	0	0	0	0	0	0
ENSG00000291282	0	0	0	0	0	0	0	0	0
TMPRSS11BNL	0	0	0	0	0	0	0	0	0
TMPRSS11B	0	0	0	0	0	0	0	0	0
ENSG00000250642	0	0	0	0	0	0	0	0	0
ENSG00000248639	0	0	0	0	0	0	0	0	0
ENSG00000249531	0	0	0	0	3	0	0	2	2
APOOP4	0	0	0	0	0	0	0	0	0
YTHDC1	3651	3311	4771	7116	2561	5886	8812	6442	7315
MT2P1	0	0	2	4	0	5	4	4	0
ENSG00000289942	0	0	0	0	0	0	0	1	0
TMPRSS11E	94	86	94	737	46	138	70	506	38
UGT2B29P	0	0	0	0	0	0	0	0	0
UGT2B17	0	0	0	0	0	0	0	0	0
ENSG00000249472	0	0	0	0	0	0	0	0	0
ENSG00000251101	0	0	0	0	0	0	0	0	0
ENSG00000251074	0	0	0	0	0	0	0	0	0
UGT2B15	0	0	2	3	0	3	0	2	0
ENSG00000302711	0	0	0	0	0	0	0	0	0
ENSG00000248635	0	0	0	0	0	0	0	0	0
ENSG00000302692	0	0	0	0	0	0	0	0	0
ENSG00000250376	0	0	0	0	0	0	0	0	0
ENSG00000251236	0	0	0	0	0	0	0	0	0
UGT2B10	0	0	0	1	0	0	0	0	0
ENSG00000251424	0	0	0	0	0	0	0	0	0
ENSG00000249235	0	0	0	0	0	0	0	0	0
ENSG00000251529	0	0	0	0	0	0	0	0	0
SPOPLP3	0	1	0	1	0	0	0	0	0
ENSG00000272626	0	3	0	2	0	0	0	1	0
ENSG00000248613	0	0	0	0	0	0	0	0	0
ENSG00000249985	0	0	0	0	0	0	0	0	0
ENSG00000198277	0	0	0	0	0	0	0	0	0
UGT2A3	0	0	0	0	0	0	0	0	0
ENSG00000251498	0	0	0	0	0	0	0	1	0
ENSG00000249735	0	0	0	0	0	0	0	0	0
SPOPLP2	0	0	0	0	0	0	0	0	0
ENSG00000299645	0	0	0	0	0	0	0	1	0
UGT2B27P	0	0	0	0	0	0	0	0	0
ENSG00000249890	0	0	0	0	0	0	0	0	0
UGT2B26P	0	0	0	0	0	0	0	0	0
ENSG00000305293	0	0	0	0	0	0	0	0	0
ENSG00000299813	3	10	5	8	5	8	22	14	18
UGT2B7	1	0	0	2	6	0	13	1	2
ENSG00000248763	0	0	0	0	0	0	0	0	0
ENSG00000299782	0	0	0	0	0	0	0	0	0
SPOPLP1	0	0	0	0	0	0	0	0	0
ENSG00000250100	0	0	0	0	0	0	0	0	0
ENSG00000251427	0	0	0	0	0	0	0	0	0
ENSG00000250696	0	0	0	0	0	0	0	0	0
ENSG00000196472	0	0	0	0	0	0	0	0	0
UGT2B11	0	1	0	0	0	1	3	0	0
ENSG00000268803	0	0	0	0	0	0	0	0	0
ENSG00000249763	0	0	0	0	0	0	0	0	0
ENSG00000304713	0	0	0	0	0	0	0	0	0
ENSG00000296337	0	0	0	0	0	2	0	0	0
UGT2B28	0	0	0	0	0	0	0	0	0
ENSG00000302839	0	0	0	0	0	0	0	0	0
ENSG00000251691	0	0	0	0	0	0	0	0	0
ENSG00000250612	0	0	0	0	0	0	0	0	0
ENSG00000268209	0	0	0	0	0	0	0	0	0
UGT2B25P	0	0	0	0	0	0	0	0	0
ENSG00000248824	0	0	0	0	0	0	0	0	0
UGT2B24P	0	0	0	0	0	0	0	0	0
ENSG00000250828	0	0	0	0	0	0	0	0	0
ENSG00000249686	0	0	0	0	0	0	0	0	0
UGT2B4	0	1	0	1	0	1	0	0	0
ENSG00000294378	0	0	0	0	0	0	0	0	0
UGT2A3P7	0	0	0	0	0	0	0	0	0
ENSG00000251177	0	0	0	0	0	0	0	0	0
UGT2A2	0	0	0	0	0	0	0	0	3
UGT2A1	0	2	1	10	3	14	4	7	2
SULT1B1	0	0	0	0	0	0	0	0	0
SULT1D1P	0	0	0	0	0	0	0	0	0
ENSG00000284695	0	0	0	0	0	0	0	0	0
SULT1E1	0	0	0	0	0	0	0	0	0
ENSG00000251489	0	0	0	0	0	0	0	0	0
CSN1S1	0	0	0	1	0	0	0	0	0
CSN2	0	0	0	0	0	0	0	2	0
STATH	0	0	0	0	0	0	0	0	0
HTN3	0	0	0	0	0	0	0	0	0
HTN1	0	0	0	0	0	0	0	0	0
CSN1S2AP	0	0	0	0	0	0	0	0	0
PRR27	0	0	0	0	0	0	0	0	0
ODAM	0	0	0	0	0	0	0	0	0
FDCSP	0	0	0	0	0	0	0	0	0
CSN3	0	0	0	0	0	0	0	0	0
ENSG00000298916	0	0	1	0	0	0	0	0	0
CABS1	9	1	7	1	1	1	2	0	4
ENSG00000308728	0	0	0	0	0	0	0	0	0
SMR3A	0	0	0	0	0	0	0	0	0
SMR3B	2	0	0	0	0	0	0	0	0
OPRPN	0	0	0	0	0	0	0	0	0
MUC7	1	1	0	0	0	0	0	0	0
AMTN	0	0	0	0	0	0	0	0	0
AMBN	0	0	1	0	0	0	0	0	0
ENAM	0	0	0	0	0	0	0	0	0
ENSG00000286848	0	0	0	0	0	0	0	0	0
JCHAIN	1	1	1	1	1	1	0	3	0
ENSG00000306293	0	1	0	0	0	0	0	0	0
UTP3	1559	1452	1485	2296	740	1946	2155	2406	2708
RNU6-520P	0	0	0	0	0	0	0	0	0
RNU6-784P	0	0	1	0	1	1	3	0	0
ENSG00000272986	29	31	24	48	20	41	104	58	17
RUFY3	1108	1037	1826	2112	1204	2453	3531	2209	2044
GRSF1	4186	4193	5447	8052	2672	7042	5895	5088	6488
RNU6-891P	0	0	0	0	0	1	0	0	0
ENSG00000289019	20	24	11	37	14	41	71	49	38
MOB1B	1119	983	1273	1723	947	2170	2608	1722	2103
ENSG00000305180	0	0	0	0	0	0	0	0	0
DCK	1019	961	763	1733	993	1359	2380	1712	1290
SLC4A4	39	41	36	145	69	201	224	133	227
ENSG00000306711	1	2	4	3	0	5	3	2	1
ENSG00000306060	0	0	0	0	0	0	0	0	0
ENSG00000249170	0	0	0	0	0	0	0	0	0
LDHAL6EP	0	0	0	0	0	0	0	0	0
ENSG00000297408	0	0	0	0	0	0	0	0	0
ENSG00000294912	0	0	0	0	0	0	0	0	0
GC	4	5	12	19	1	10	10	24	17
RNA5SP163	0	0	0	0	0	0	0	0	0
ENSG00000248567	0	0	0	0	0	0	0	0	0
NPFFR2	193	144	143	1543	333	732	881	1204	899
ADAMTS3	198	148	237	405	188	430	659	363	828
ENSG00000250877	0	0	0	0	0	0	0	0	0
ENSG00000301873	0	0	0	0	0	0	0	0	0
ENSG00000300789	2	0	1	1	2	0	2	1	2
ENSG00000306834	0	0	1	0	0	0	0	0	0
ENSG00000306854	0	0	0	0	1	0	1	0	1
HNRNPA1P67	0	0	0	1	0	0	1	1	0
ENSG00000298215	0	0	3	0	0	0	0	0	0
ENSG00000300096	0	0	0	0	0	0	0	0	0
RNU4ATAC9P	0	0	0	0	0	0	0	0	0
ENSG00000300117	0	0	0	0	0	0	0	0	0
ENSG00000304544	0	0	0	0	0	0	0	0	0
RNU6ATAC5P	0	0	0	0	0	0	0	0	0
COX18	679	610	730	1665	676	1449	1517	1083	1183
ENSG00000299967	0	0	1	1	1	2	1	0	0
ANKRD17	3882	2920	4609	6822	3235	6837	11926	8644	10694
HMGA1P2	214	263	1919	1469	227	2567	754	286	2613
ENSG00000303699	3	4	2	131	11	6	21	127	6
ANKRD17-DT	16	17	24	14	15	35	73	39	67
ENSG00000221639	1	0	1	0	1	8	0	0	5
ENSG00000249976	0	0	0	0	0	0	0	0	0
ENSG00000302431	0	0	0	0	0	0	0	0	0
ALB	2	0	1	2	15	6	28	11	12
AFP	36	31	16	14	2	13	10	13	18
AFM	0	0	1	1	0	0	0	0	2
LINC02499	2	0	4	0	0	2	1	0	1
ENSG00000249970	0	0	0	0	0	0	0	0	0
ENSG00000307545	0	0	0	0	0	0	0	0	0
RASSF6	3	5	10	8	0	15	1	7	7
ENSG00000307420	0	0	0	0	0	0	0	0	0
ENSG00000305572	0	0	0	0	0	0	0	0	0
INKILN	0	0	0	0	0	0	0	0	0
UMLILO	0	0	0	0	0	0	0	0	0
CXCL8	0	0	5	0	0	8	0	0	2
ENSG00000301475	0	0	0	0	0	0	0	0	0
ENSG00000249051	0	0	0	0	0	0	0	0	0
ENSG00000298131	0	0	0	0	0	0	1	0	0
CXCL6	116	112	127	61	121	122	264	81	268
PPBPP1	0	0	0	0	0	0	0	0	0
PF4V1	4	0	1	0	0	0	0	0	0
CXCL1	2	9	9	13	16	29	34	22	67
ENSG00000303067	0	0	0	0	0	0	0	0	0
ENSG00000306623	0	0	0	0	0	0	0	0	0
HNRNPA1P55	1	0	0	5	0	0	1	4	0
CXCL1P1	0	0	0	0	0	0	0	0	0
PF4	1	1	0	3	0	0	0	0	0
ENSG00000288796	0	0	0	0	0	0	0	0	0
PPBP	0	1	0	2	0	0	0	1	0
CXCL5	353	334	708	250	252	45	633	238	1051
ENSG00000287037	15	18	30	23	12	27	22	34	35
RN7SL218P	0	0	0	0	0	0	0	0	0
CXCL3	35	51	31	57	48	120	76	50	126
PPBPP2	0	0	0	0	0	0	0	0	0
ENSG00000251017	15	21	52	75	24	107	84	53	82
CXCL2	6	8	3	4	4	5	9	2	24
ENSG00000289241	1	2	0	1	0	0	2	0	0
MTHFD2L	248	281	169	342	212	381	657	440	485
ENSG00000304759	0	0	0	0	0	0	0	0	0
ENSG00000269559	5	3	4	1	0	1	10	12	11
ENSG00000304732	0	0	0	0	0	0	0	0	0
EPGN	0	0	0	0	0	1	1	1	0
EREG	0	0	4	1	0	11	0	1	1
ENSG00000250532	0	0	0	0	0	0	0	0	0
AREG	0	1	3	1	0	1	1	4	2
ENSG00000249942	0	0	0	0	0	0	0	0	0
ENSG00000309309	0	0	0	0	0	0	0	0	0
ENSG00000309323	0	0	0	0	0	0	0	0	0
BTC	4	7	8	11	9	0	17	7	10
ENSG00000303935	1	0	0	0	0	0	0	0	0
ENSG00000287375	0	0	0	0	0	0	0	0	0
ENSG00000303961	0	0	0	0	0	0	0	0	0
HSPE1P23	0	0	0	0	0	0	0	0	0
PARM1	234	265	146	740	127	449	343	543	210
PARM1-AS1	0	0	1	1	2	0	1	1	0
ENSG00000248165	0	1	5	2	3	12	8	1	1
LINC02562	83	96	80	120	127	169	288	145	194
ENSG00000293020	0	0	0	0	0	0	0	0	0
ENSG00000250315	0	0	0	0	0	0	0	0	0
ENSG00000298248	0	0	0	0	0	0	0	0	0
ENSG00000307857	0	0	0	4	0	2	0	3	0
ENSG00000250560	0	0	0	0	0	0	0	0	0
ENSG00000251185	0	2	0	4	3	2	2	3	2
LINC02483	0	0	0	0	0	0	0	0	0
ENSG00000250735	14	5	5	8	6	13	18	16	10
RCHY1	1178	1129	1400	2516	856	1825	2515	2245	1805
THAP6	236	208	315	317	195	589	607	384	439
ODAPH	0	0	3	1	2	1	4	3	4
CDKL2	54	42	129	20	28	47	58	30	49
G3BP2	10643	10308	12281	18456	7328	14248	17972	15715	18233
USO1	8638	7880	8756	14624	4016	11698	11508	13246	8752
ENSG00000229717	0	0	1	1	0	1	3	0	2
RNU2-16P	0	0	0	0	0	0	0	0	0
PPEF2	1	0	0	0	0	0	0	0	3
ENSG00000300740	0	0	0	0	0	0	0	0	0
ENSG00000300755	0	0	0	0	0	0	0	0	0
NAAA	111	91	97	160	81	147	158	140	127
SDAD1	2290	1943	3278	4057	1308	4294	4480	3871	4541
SDAD1-AS1	1	0	0	0	0	0	0	0	0
CXCL9	0	0	0	1	0	0	0	0	0
ART3	3	1	29	3	1	7	2	0	3
CXCL10	0	0	0	0	0	0	0	0	0
CXCL11	0	1	6	1	0	0	1	1	0
RPL36P8	0	0	0	0	0	0	0	0	0
NUP54	3013	3031	3832	8999	3580	8004	9408	7670	7596
ENSG00000286074	2	6	5	4	2	10	7	1	6
SCARB2	2669	2573	3898	5218	3465	6043	9019	5113	4482
FAM47E	24	20	42	15	24	27	83	38	44
ENSG00000287401	0	1	1	0	1	4	1	0	0
FAM47E-STBD1	0	0	2	0	1	0	2	0	1
ENSG00000289515	7	10	6	4	10	7	26	3	5
STBD1	24	19	26	21	37	27	11	1	22
CCDC158	0	0	0	0	0	2	0	1	1
SNX5P1	15	10	8	74	11	12	85	41	8
RNU6-1000P	0	0	0	0	0	0	0	0	0
RPL36AP18	0	0	0	0	0	0	0	0	0
ENSG00000199857	0	0	0	0	0	0	0	0	0
ENSG00000302027	0	0	0	0	0	0	0	0	0
ENSG00000302014	1	1	3	10	7	5	12	13	4
SHROOM3	2768	2253	2630	3508	2050	4308	5052	2656	4136
ENSG00000249278	0	0	0	0	0	0	0	0	0
RNU6-145P	0	0	0	0	0	0	0	0	0
MIR4450	0	0	1	0	1	2	3	2	2
MIR548AH	0	1	4	1	0	1	3	0	4
SHROOM3-AS1	9	1	9	9	1	7	4	5	16
ENSG00000305175	0	0	0	0	0	0	0	0	0
ENSG00000294207	0	0	2	0	0	1	0	2	0
ENSG00000270244	0	0	0	0	0	0	0	0	0
ENSG00000294131	0	1	2	1	0	3	3	0	0
ENSG00000242727	0	0	0	0	0	0	0	0	0
SOWAHB	35	27	39	45	16	65	42	38	21
ENSG00000289586	62	42	91	77	29	149	95	39	123
ENSG00000294145	1	2	0	0	0	0	0	0	0
SEPTIN11	8140	7521	7651	16625	6776	13636	20713	15571	11934
TXNP6	3	6	2	51	5	11	52	22	13
ENSG00000294184	0	0	0	1	0	0	1	0	0
CCNI	9530	8908	11047	13951	11089	14489	35395	18230	15210
ENSG00000289443	0	0	0	0	0	1	0	0	0
ENSG00000288888	0	0	0	1	0	0	0	0	0
ENSG00000289496	6	3	17	7	1	4	5	2	5
RPL7P17	0	0	0	0	0	0	0	0	0
ENSG00000271676	0	1	3	4	0	0	4	3	1
RNU6-1187P	0	0	0	0	0	0	0	0	0
ENSG00000304316	2	6	4	4	1	5	12	8	2
CCNG2	650	582	610	496	853	985	1739	657	847
ENSG00000270669	0	0	0	0	0	0	0	0	0
ENSG00000250006	0	0	0	0	0	0	0	0	0
ENSG00000248831	0	0	0	0	0	0	0	0	0
ENSG00000249036	0	0	0	0	0	0	0	0	0
CXCL13	0	0	0	0	0	0	0	1	0
ENSG00000221711	0	0	0	0	0	0	0	0	0
CNOT6L	594	593	719	1245	604	1668	1798	1156	1106
ENSG00000289379	1	0	0	0	0	0	2	2	1
MRPL1	776	781	1043	1473	459	1281	1340	1377	1752
ENSG00000250214	0	0	0	0	0	0	0	0	0
ENSG00000298324	0	0	0	0	0	0	0	0	0
ENSG00000248926	0	0	0	0	0	0	0	0	0
HMGB1P44	0	0	0	0	0	0	0	0	0
HNRNPA1P56	0	0	0	0	0	0	0	0	0
ENSG00000248128	0	0	0	0	0	0	0	0	0
