""	WT_1	WT_2	WT_3	Y2_1	Y2_2	Y2_3	YT_1	YT_2	YT_3
ENSG00000302649	0	0	0	0	0	0	0	0	0
ENSG00000260377	0	0	0	0	0	0	0	0	0
ATP11B-DT	10	9	9	10	4	15	4	3	6
ATP11B	1124	1068	1423	2066	2044	2021	2729	930	1530
ENSG00000308148	0	0	0	0	0	0	0	0	0
EIF3EP4	0	0	0	0	0	0	0	0	0
ENSG00000273261	1	1	0	0	0	3	1	0	2
DCUN1D1	1310	1347	1119	2591	2344	1986	2814	1026	2310
C9orf85P2	0	0	2	0	2	2	0	0	1
ENSG00000300423	0	0	0	0	2	0	1	0	0
ENSG00000295983	0	0	0	0	0	0	0	0	0
MCCC1	658	633	1073	919	665	1188	1159	444	1431
MCCC1-AS1	0	0	0	0	0	0	0	0	0
ENSG00000305074	0	0	0	0	0	0	0	0	0
LAMP3	6	4	38	57	39	19	9	4	13
MCF2L2	141	144	375	88	93	323	189	60	110
ENSG00000294880	0	0	0	0	0	0	0	0	0
B3GNT5	286	259	315	688	591	616	798	350	716
RNA5SP151	0	0	0	0	0	0	0	0	0
ENSG00000289859	0	0	0	0	0	0	0	0	0
SNHG33	257	239	525	420	448	605	784	266	521
SNORA63D	0	0	0	0	0	1	1	0	1
ENSG00000253092	1	2	4	1	0	9	6	5	7
SNORA63E	0	0	0	0	0	0	0	0	0
ENSG00000251730	0	0	0	0	0	0	1	0	1
ENSG00000304910	0	0	0	0	0	0	0	0	0
TVP23CP3	0	0	0	0	0	0	0	0	0
KLHL6	13	9	21	0	1	16	9	4	16
KLHL6-AS1	0	0	0	0	0	0	0	0	0
ENSG00000295000	0	0	0	0	0	0	0	0	0
ENSG00000308701	0	0	0	0	0	0	0	0	0
PRICKLE1P1	0	0	0	0	0	0	0	0	0
ENSG00000303080	1	1	1	1	0	3	0	1	0
ENSG00000302739	0	0	0	0	0	0	0	0	0
KLHL24	980	875	1053	1535	1783	1905	3107	1161	1382
YEATS2	4170	3565	4905	4730	4605	5911	7358	2725	6180
YEATS2-AS1	3	1	2	3	3	5	7	4	7
ENSG00000283765	1	0	0	5	1	3	2	1	1
MAP6D1	10	5	6	16	4	6	22	11	5
PARL	204	195	306	410	438	528	455	169	493
ENSG00000293259	0	0	0	0	0	0	0	0	0
MIR4448	0	0	0	0	0	0	0	0	0
RPSAP31	0	0	0	0	0	0	0	0	0
ENSG00000293463	1	0	0	0	0	0	0	0	0
CYP2AB1P	0	0	1	0	0	0	0	0	0
ABCC5	1676	1415	1825	2582	1960	2966	3004	1180	2897
ABCC5-AS1	0	0	0	0	0	0	0	1	0
EEF1A1P8	4	4	4	60	12	3	44	4	4
HTR3D	0	0	0	0	0	0	0	0	0
HTR3C	3	3	2	0	3	5	7	1	7
HTR3C2P	0	0	0	0	0	0	0	0	0
HTR3E-AS1	0	0	0	0	0	0	0	0	0
HTR3E	0	0	0	0	0	0	0	0	0
EIF2B5-DT	40	23	58	33	35	64	53	22	37
HSP90AA5P	0	0	0	0	0	0	0	0	0
EIF2B5	1516	1405	1547	2742	1775	2566	2602	1228	3089
ENSG00000294465	2	0	5	0	1	1	3	2	4
RPS3P3	177	164	210	788	427	301	718	134	209
DVL3	2616	2362	2666	4430	3763	3543	6308	2116	3992
AP2M1	13359	12192	15722	20399	9165	22911	19196	10950	25590
ENSG00000306610	0	0	0	0	0	0	0	0	0
ABCF3	1155	1117	1137	2342	847	2165	1631	882	2518
VWA5B2	10	4	31	12	6	29	14	12	35
MIR1224	0	0	0	0	0	0	0	0	0
ALG3	1827	1535	1169	3159	1918	1988	4168	1611	2197
EEF1AKMT4	206	198	133	489	151	261	361	289	241
EEF1AKMT4-ECE2	0	0	0	0	0	0	0	0	0
ENSG00000294247	1	1	4	9	2	7	15	7	10
CAMK2N2	194	180	281	586	251	444	795	317	415
ECE2	2	2	4	1	0	2	0	0	0
PSMD2	14214	14046	11431	22457	10279	21256	20319	10516	22844
EIF4G1	23362	19690	15876	36329	14756	29794	25336	10685	43474
SNORD66	0	0	0	0	0	0	0	0	0
FAM131A	439	452	647	668	206	957	679	483	731
CLCN2	496	429	747	562	304	711	742	376	917
POLR2H	1765	1731	1467	2784	1997	2577	3881	1853	2407
THPO	46	45	58	23	30	32	55	29	82
ENSG00000289500	0	1	4	0	0	5	2	1	4
CHRD	27	24	80	65	21	81	90	38	70
LINC02054	0	0	0	0	0	0	0	1	2
ENSG00000307641	0	0	0	0	0	0	0	0	0
TEDDM3P	0	0	0	0	0	0	0	0	7
LINC01839	0	0	0	0	0	0	0	0	0
ENSG00000300192	3	6	5	8	6	3	13	3	6
LINC01840	0	0	0	0	0	0	0	0	0
ENSG00000306139	0	0	0	0	0	0	0	0	0
EPHB3	321	227	169	345	321	1044	1625	921	630
ENSG00000304807	0	1	2	0	3	2	6	0	2
ENSG00000308344	0	0	0	0	0	0	0	0	0
ENSG00000305160	0	0	0	0	0	0	0	0	0
MAGEF1	1773	1617	2206	2833	2412	4156	4449	1748	4009
ENSG00000272970	45	43	70	48	58	153	198	79	64
LINC02069	0	0	0	0	0	0	0	0	0
ENSG00000288576	2	2	0	1	0	2	3	1	0
ENSG00000309578	0	0	1	0	0	0	0	0	0
VPS8	1567	1395	1817	2283	1869	3034	3201	1118	2599
C3orf70	227	186	152	173	329	349	1446	523	1113
EHHADH-AS1	0	0	0	0	0	0	0	0	0
EHHADH	305	259	331	86	56	41	54	16	41
EIF2S2P2	4	1	0	17	6	0	11	3	1
MIR5588	0	0	0	0	0	0	0	0	0
MAP3K13	552	513	340	7	13	13	40	18	9
RPL4P4	8572	7763	7036	12619	9129	8824	15703	6833	7666
TMEM41A	603	506	566	1061	712	814	1248	540	665
ENSG00000286086	9	6	11	6	10	13	11	5	6
ENSG00000309120	0	0	2	0	0	0	0	0	2
LIPH	9	12	8	23	12	11	31	8	13
ENSG00000309138	0	0	1	2	0	1	0	0	0
SENP2	1735	1619	2726	3273	2904	2594	3069	1069	2868
RPL34P10	0	0	3	1	1	8	0	0	2
IGF2BP2	4942	4251	6101	7903	9161	9186	13298	4289	7879
IGF2BP2-AS1	0	0	0	0	0	0	0	0	0
MIR548AQ	0	0	0	0	0	0	0	0	0
ENSG00000299582	11	10	25	19	3	51	26	8	45
TRA2B	9266	8860	8724	15478	19867	9566	20124	6363	13514
NMRAL2P	0	0	0	0	0	0	0	0	0
ENSG00000307193	0	0	0	0	0	0	0	0	0
ETV5	2498	2239	1074	6015	4581	7464	7875	2996	5424
ETV5-AS1	0	0	0	1	0	0	0	0	0
DGKG	36	34	16	40	44	70	99	35	102
ENSG00000305961	2	2	2	0	0	0	1	1	0
LINC02020	0	0	0	0	0	0	0	0	0
LINC02052	0	0	0	0	0	0	0	0	0
LINC02051	0	1	0	0	0	1	0	0	0
ENSG00000297085	0	0	0	0	0	0	0	0	0
ENSG00000294974	0	0	0	0	0	0	0	0	0
CRYGS	26	15	17	17	22	33	25	13	32
TBCCD1	532	494	406	840	675	663	851	350	693
DNAJB11	1316	1245	1185	2329	1628	1825	1813	773	2022
HRG-AS1	5	1	2	2	1	1	1	0	0
ENSG00000283149	0	0	0	0	0	0	0	0	0
PET100P1	92	55	23	170	475	20	326	90	35
AHSG	10	13	7	9	2	8	13	4	8
FETUB	0	1	1	0	0	0	2	0	1
HRG	1	0	3	6	3	0	2	0	0
HRGP1	0	0	0	0	0	0	0	0	0
ENSG00000304585	0	0	0	0	0	0	0	0	0
HRGP2	0	0	0	0	0	0	0	0	0
KNG1	0	1	1	1	2	0	0	0	0
ENSG00000297442	0	0	0	0	0	0	0	0	0
ENSG00000293182	0	0	0	0	0	0	0	0	0
PSMD10P2	0	0	0	0	0	0	0	0	0
RNU6-1105P	0	0	0	0	0	0	0	0	0
GPS2P2	0	0	0	0	0	0	0	0	0
ENSG00000263826	3	7	14	3	4	8	13	1	4
EIF4A2	14098	12914	13001	14682	12190	17833	20283	9854	12185
SNORD2	0	0	0	0	0	0	0	0	0
SNORA63B	0	0	0	0	0	0	0	0	0
MIR1248	0	0	0	0	0	0	0	0	0
SNORA81	0	0	0	0	0	0	0	0	0
SNORA4	0	0	0	0	0	0	0	0	0
RFC4	1770	1694	2550	2837	2517	4240	4264	1589	3884
ENSG00000231724	0	0	0	0	0	0	0	0	0
LINC02043	24	30	35	32	9	34	13	4	4
ENSG00000304820	0	0	0	0	0	0	0	0	0
ENSG00000289971	58	36	30	57	27	50	24	13	12
MCF2L2P1	0	0	0	0	0	0	1	0	0
ADIPOQ	0	0	0	2	2	0	0	0	0
ADIPOQ-AS1	0	0	0	0	0	0	0	0	3
RPS20P14	27	29	66	268	314	79	423	31	68
RPL29P9	2	0	0	1	1	0	0	1	0
ST6GAL1	6825	6299	4289	10602	7860	6174	12083	4959	5481
RPL39L	1092	1090	1206	1864	1443	1435	2260	911	1198
ENSG00000198491	0	0	0	0	0	0	0	0	0
RTP1	91	69	7	192	80	22	2	8	5
MASP1	189	176	244	289	204	273	311	148	140
ENSG00000283175	9	1	1	0	1	10	4	0	1
RTP4	1	0	0	1	0	0	0	0	2
ENSG00000302323	0	0	0	0	0	0	0	0	0
ENSG00000280270	0	0	0	0	0	0	0	0	0
ENSG00000239093	0	0	0	0	0	0	0	0	0
LINC02041	8	15	14	22	16	24	21	18	35
ENSG00000306103	0	0	0	2	0	3	2	0	0
ENSG00000308202	0	1	3	0	5	6	10	2	6
SST	4	5	25	2	9	0	63	6	5
RTP2	0	0	0	1	0	0	0	0	0
ENSG00000228804	0	0	0	0	0	0	0	0	1
BCL6	177	133	434	312	333	648	891	272	303
BCL6-AS1	0	0	0	0	1	0	0	0	1
ENSG00000290021	1	1	1	2	0	7	3	4	2
ENSG00000289331	2	0	0	3	15	4	16	2	1
ENSG00000303427	0	0	0	1	0	0	0	0	0
ENSG00000303324	73	71	115	128	86	136	59	8	51
ENSG00000224049	0	0	0	0	0	0	0	0	0
ENSG00000303410	0	0	0	0	0	0	0	0	0
ENSG00000303387	1	0	1	0	0	0	0	0	0
ENSG00000294919	0	0	0	0	0	0	0	0	0
ENSG00000300922	0	0	0	0	0	0	0	0	0
ENSG00000236864	0	0	0	0	0	0	0	0	0
ENSG00000302866	0	0	0	0	0	0	0	0	0
LINC01991	0	0	0	0	0	0	0	0	0
ENSG00000297048	0	0	0	0	0	0	0	0	0
ENSG00000298263	0	0	0	0	0	0	0	0	0
ENSG00000234238	0	0	0	0	0	0	0	0	0
ENSG00000308437	0	0	0	0	0	0	0	0	0
LPP-AS2	12	15	43	24	23	20	41	7	48
LPP	1065	622	2079	1358	1574	2491	3200	965	2731
FLJ42393	0	0	0	0	1	2	1	1	0
ENSG00000308469	0	0	0	0	0	0	0	0	0
ENSG00000288794	0	0	0	0	0	1	0	0	0
LPP-AS1	0	0	0	0	0	0	0	0	0
ENSG00000295520	0	0	0	0	0	0	0	0	0
ENSG00000295499	0	0	0	0	0	0	0	0	0
MIR28	0	0	0	0	0	0	0	0	0
TPRG1-AS1	5	6	4	4	2	3	2	2	8
TPRG1	9	15	32	16	14	40	26	15	35
ENSG00000302036	0	0	0	0	0	0	0	0	0
ENSG00000295058	0	0	0	0	0	0	0	0	0
ENOPH1P1	2	0	0	0	0	0	0	0	2
ENSG00000305951	3	2	2	4	3	1	2	3	2
ENSG00000301593	0	0	0	0	0	0	0	0	0
ENSG00000301613	0	1	0	0	0	0	0	0	0
TPRG1-AS2	0	0	0	0	0	0	0	0	0
ENSG00000306736	0	0	0	0	1	0	1	0	1
TP63	0	1	10	4	1	7	8	3	17
ENSG00000227971	0	0	0	1	0	0	0	0	0
MIR944	0	0	0	0	0	0	0	0	0
ENSG00000305383	0	0	0	0	0	0	0	0	0
P3H2	1386	1292	2379	6366	4355	4218	4578	1994	2260
MTAPP2	18	21	29	63	22	40	41	23	50
P3H2-AS1	17	9	44	36	92	60	172	64	34
RNU6-1109P	0	0	0	0	0	0	0	0	0
NMNAT1P3	0	0	1	1	0	0	0	0	1
CLDN1	218	212	223	1965	2181	1682	1972	472	753
CLDN16	7	1	1	20	13	14	19	9	8
ENSG00000297357	0	0	0	0	0	0	0	0	0
TMEM207	0	0	0	0	0	0	0	0	0
IL1RAP	233	209	230	377	490	802	1152	354	646
GCNT1P3	0	0	0	0	0	0	0	0	1
RN7SKP296	0	0	0	0	1	2	4	0	0
ENSG00000299500	0	0	0	0	0	0	0	0	0
ENSG00000299514	0	0	0	0	0	0	0	0	0
LINC02013	0	0	0	0	0	0	0	0	0
CCT6P4	0	0	0	0	0	0	0	0	0
ENSG00000302498	0	0	0	0	0	0	0	0	0
ENAHP1	0	0	0	7	4	0	15	0	0
GMNC	6	3	1	6	20	6	22	3	13
ENSG00000296664	0	0	0	0	0	0	0	0	0
ENSG00000309795	1	0	1	3	6	2	10	1	0
OSTN	1	0	4	2	4	3	8	3	12
OSTN-AS1	0	1	1	1	0	0	0	0	0
UTS2B	0	2	2	2	2	3	5	1	5
CCDC50	1240	1073	2191	2406	2970	2899	5325	1546	2582
PYDC2-AS1	0	0	3	0	0	0	0	0	1
ENSG00000297057	0	0	0	0	0	0	0	0	0
PYDC2	0	0	0	0	0	0	0	0	0
ENSG00000306648	0	0	0	0	0	0	0	0	0
ENSG00000306673	0	0	1	0	0	0	0	0	0
ENSG00000298825	38	31	13	54	32	3	0	0	0
PERPP1	0	0	0	0	0	0	0	0	0
ENSG00000232353	0	0	0	0	0	0	0	0	0
ENSG00000287178	0	0	0	0	0	0	0	1	0
RN7SKP222	0	0	0	0	0	0	0	0	0
FGF12	698	573	291	1860	1569	1537	1498	554	901
FGF12-AS1	0	0	0	0	0	0	0	0	0
ENSG00000300466	0	0	0	0	0	0	0	0	0
FGF12-AS2	7	2	4	10	0	14	6	0	4
FGF12-AS3	8	4	6	18	14	6	2	2	4
ENSG00000238902	0	0	0	0	0	0	0	0	0
ENSG00000289165	0	0	0	0	0	2	0	0	0
RNU1-20P	0	0	0	0	0	0	0	0	0
MB21D2	644	622	383	1455	784	868	747	371	723
ENSG00000300965	0	0	0	0	0	1	0	0	0
ENSG00000232130	0	0	0	0	0	0	0	0	0
VEZF1P1	1	3	3	8	12	4	20	6	2
ENSG00000305796	2	0	0	0	0	3	1	0	0
PLAAT1	103	120	130	142	134	187	273	139	203
ATP13A5	0	0	0	0	0	0	0	0	2
ATP13A5-AS1	2	3	0	0	1	6	16	3	4
ATP13A4	2	2	7	5	1	9	10	1	6
ATP13A4-AS1	0	0	0	0	0	0	0	0	0
EEF1A1P23	0	0	0	0	0	2	2	0	0
ENSG00000293063	0	0	0	0	0	0	2	0	0
OPA1	4450	3920	4640	7117	6790	8215	9530	3198	8252
OPA1-AS1	0	0	0	0	0	2	0	0	1
ENSG00000306963	0	0	0	0	0	2	0	0	1
ENSG00000305740	1	0	0	0	0	1	0	0	1
RN7SL447P	0	0	0	0	0	0	0	0	0
ENSG00000295781	0	0	0	0	0	0	0	0	0
COX6A1P5	0	0	0	0	0	0	0	0	0
ENSG00000286624	0	0	0	0	0	0	0	0	0
ENSG00000287206	0	0	0	0	0	0	0	0	0
ENSG00000308654	2	3	2	0	1	1	0	1	1
LINC02038	0	0	1	0	0	0	0	0	0
ENSG00000304564	17	13	17	4	2	10	10	9	20
LINC02026	3	6	7	1	0	4	2	3	5
ENSG00000238043	1	0	0	0	0	0	1	0	0
DPPA2P3	0	0	0	0	0	0	0	0	0
LINC02028	2	1	1	0	0	1	0	0	2
ENSG00000298246	0	0	0	0	0	0	0	0	0
ENSG00000276407	0	0	0	0	0	0	0	0	0
ENSG00000308836	0	0	0	0	0	0	0	0	0
LINC02924	3	2	7	6	4	22	11	3	13
ENSG00000289385	0	0	0	2	0	1	0	0	0
HES1	321	283	1047	583	592	1060	1673	705	982
ENSG00000304085	0	0	0	0	0	0	0	0	0
RN7SL215P	0	0	0	0	0	0	0	0	0
ENSG00000304070	0	0	0	0	0	0	0	0	0
LINC00887	39	36	55	14	40	52	89	21	65
ENSG00000303519	0	0	0	0	0	0	0	0	0
ENSG00000303507	1	1	0	0	0	0	1	0	0
LINC02037	0	0	1	0	1	0	0	0	0
ENSG00000303529	2	0	0	0	0	0	0	0	0
LINC02048	0	0	1	0	0	0	0	0	0
ENSG00000286317	0	0	0	0	0	1	0	0	0
CPN2	2	2	1	0	2	1	5	0	1
LRRC15	64	64	92	4	16	18	75	32	50
ENSG00000309649	2	1	3	1	6	1	6	2	4
GP5	3	3	0	0	0	6	0	3	0
ATP13A3	3535	3253	2915	4856	4783	4641	6998	2577	5767
ENSG00000271483	0	0	0	0	0	0	0	0	0
ATP13A3-DT	23	17	25	15	12	23	34	8	26
ENSG00000244675	0	0	0	0	0	1	0	0	0
ENSG00000310154	0	0	0	0	0	0	0	0	0
RNU6-1101P	0	0	0	0	0	0	0	0	0
RPL23AP93	0	0	0	0	0	0	0	0	0
ENSG00000305988	0	0	0	0	0	0	0	0	0
ENSG00000306013	0	0	0	0	0	0	0	0	0
ENSG00000288979	8	4	18	15	9	18	16	11	22
ENSG00000296258	0	1	1	0	1	0	2	0	0
TMEM44-AS1	31	39	63	46	50	62	74	31	97
TMEM44	401	328	657	392	189	651	559	291	566
TMEM44-AS2	7	8	8	14	11	9	17	6	11
ENSG00000272707	13	4	7	2	12	13	15	3	15
LSG1	2327	2237	2630	4609	2611	3725	2649	1365	4044
ENSG00000294298	0	0	0	0	0	0	0	0	0
FAM43A	106	89	280	157	115	169	438	225	253
ENSG00000287073	0	0	0	0	0	0	0	0	0
LINC01968	5	6	6	4	1	7	7	2	8
ENSG00000309489	0	0	0	0	0	0	0	0	0
FAM151AP1	0	0	0	0	0	0	0	0	0
LINC01972	2	3	0	2	0	0	0	0	1
ENSG00000238031	0	0	0	0	0	0	0	0	0
ENSG00000308981	0	3	0	0	0	0	0	0	0
ENSG00000308997	0	0	0	0	0	0	0	1	0
ENSG00000295524	0	0	1	0	0	0	0	0	0
ENSG00000298564	0	0	0	0	0	0	0	0	0
ENSG00000299954	0	0	0	0	0	0	0	0	0
ENSG00000299931	0	0	0	0	0	0	0	0	0
ENSG00000299994	0	0	0	0	0	0	0	0	0
ENSG00000299976	0	0	0	0	0	0	0	0	0
ENSG00000297176	0	0	2	2	0	2	0	0	0
ENSG00000295446	1	0	0	2	5	1	9	0	5
XXYLT1	1338	1299	1286	2193	2412	2410	4831	1759	3024
XXYLT1-AS1	3	1	2	2	0	0	0	1	0
MIR3137	0	0	0	0	0	0	0	0	0
RN7SL36P	1	0	0	0	0	0	0	0	0
XXYLT1-AS2	0	0	0	0	0	0	0	0	0
RNU6-25P	0	0	0	0	0	0	0	0	0
ENSG00000287005	2	2	1	2	0	4	2	0	1
ENSG00000295476	0	0	1	0	0	0	1	0	2
ACAP2	1569	1357	2178	2690	2663	3519	4119	1513	3396
ACAP2-IT1	4	5	6	2	6	13	13	3	9
RPL31P22	0	0	0	0	0	0	0	0	0
PPP1R2	1460	1415	1520	1614	1859	2149	4182	1444	1759
RNU6ATAC24P	0	0	1	0	0	2	0	0	4
ENSG00000223711	2	0	3	0	0	5	4	1	7
ENSG00000301793	0	0	0	0	0	0	0	0	0
RN7SL73P	0	0	0	0	0	0	0	0	0
RPL24P6	1	0	1	11	18	0	11	0	0
RPL31P64	0	0	0	0	0	0	0	0	0
APOD	1	0	2	0	0	0	2	0	3
ENSG00000294491	0	0	0	0	0	0	0	0	0
ENSG00000299549	1	0	0	0	0	2	1	0	1
MUC20P1	0	1	1	1	12	0	14	2	6
ENSG00000299536	0	0	2	1	9	0	3	1	4
ENSG00000289929	27	17	67	30	12	83	70	22	63
ENSG00000282206	0	0	0	0	0	0	0	0	0
MUC20-OT1	180	169	361	309	333	623	557	179	685
PPP4R2P6	5	1	0	5	0	1	3	1	0
ENSG00000229178	3	1	4	4	3	5	2	4	7
SDHAP2	0	0	0	0	0	0	0	0	0
MIR570	10	6	13	15	21	27	17	16	41
SMBD1P	0	0	0	0	0	0	0	0	0
MUC20	2	4	3	11	13	9	29	7	10
MUC4	77	51	293	51	52	70	51	24	43
ENSG00000299556	0	0	0	0	0	0	0	0	0
ENSG00000295408	0	0	0	0	0	0	0	0	0
ENSG00000302530	0	0	0	0	0	0	0	0	0
LINC01983	0	0	0	2	0	0	1	0	0
KIF3AP1	0	0	0	0	0	0	0	0	0
TNK2	845	663	1114	1612	370	1843	864	783	1590
MIR6829	0	0	0	0	0	0	0	0	0
ENSG00000286004	0	0	0	0	0	0	0	0	0
TNK2-AS1	3	1	2	3	0	5	0	1	4
ENSG00000289747	0	0	0	0	0	0	0	0	0
ENSG00000290762	30	36	99	48	48	147	110	63	110
RNU2-11P	0	1	1	1	0	3	0	0	2
ENSG00000294946	0	0	0	0	0	0	0	0	0
PPP4R2P2	3	0	0	1	0	2	0	0	1
ENSG00000260261	0	0	0	1	3	0	0	0	0
SDHAP1	176	154	340	262	142	517	335	163	577
ENSG00000286168	0	0	0	0	0	3	1	0	2
PPP4R2P3	0	2	0	5	0	0	3	1	1
TFRC	8899	8583	3659	8583	7218	16783	15630	7293	15808
ARL8BP1	0	0	0	0	0	0	0	0	0
RNU7-18P	0	0	0	0	0	0	0	0	0
ENSG00000294113	0	0	0	0	0	0	0	0	0
ENSG00000295278	1	0	0	0	0	0	0	0	0
ENSG00000289219	0	0	0	0	0	0	0	0	0
LINC00885	0	0	2	0	0	0	0	0	1
ENSG00000297061	0	0	2	0	0	2	0	0	0
ZDHHC19	82	61	61	27	28	118	53	45	47
SLC51A	104	80	113	27	9	44	13	6	12
ENSG00000309772	0	2	1	5	2	4	2	1	5
PCYT1A	1034	926	1145	3167	2241	2287	2154	838	2763
ENSG00000272741	1	0	1	0	0	0	0	0	0
ENSG00000228028	0	0	0	0	0	0	0	0	0
DYNLT2B	56	43	41	93	395	95	408	58	116
ENSG00000237418	0	0	4	0	0	12	7	2	8
TM4SF19-DYNLT2B	0	0	0	0	0	0	0	0	0
TM4SF19-AS1	5	0	8	3	1	14	16	2	12
TM4SF19	1	0	0	0	0	1	2	0	0
RNU6-910P	0	0	0	0	0	0	0	0	0
UBXN7	2857	2311	4844	3773	3547	6396	5959	2045	5725
RNU6-1279P	0	0	0	0	0	0	0	0	0
RN7SL434P	0	0	0	0	0	2	0	1	2
RN7SL738P	0	0	0	0	0	0	0	0	0
ZDHHC1P1	0	0	0	0	0	0	0	0	0
UBXN7-AS1	1	0	2	2	1	4	8	5	4
ENSG00000225240	1	0	0	0	0	0	0	0	0
RNF168	1770	1557	1998	3379	2029	3569	2751	1245	2862
ENSG00000273013	0	0	2	0	0	1	0	0	2
SMCO1	1	0	0	1	1	0	1	0	0
NAA50P2	0	0	0	0	0	0	0	0	0
ENSG00000308888	0	0	0	0	0	1	0	0	1
RPS29P3	1	2	5	26	6	4	9	1	2
WDR53	353	318	465	704	407	782	548	259	654
FBXO45	1046	960	1014	2564	1835	2176	2038	770	1736
ENSG00000294939	0	0	0	0	0	0	0	0	0
ENSG00000286661	0	0	0	1	0	0	0	0	4
LINC01063	2	0	2	6	8	7	6	9	12
ENSG00000288990	8	9	13	9	5	14	34	12	24
NRROS	182	155	177	381	179	316	361	216	444
PIGX	413	439	448	1209	1083	920	1329	477	633
ENSG00000290054	0	0	0	0	0	0	0	0	0
CEP19	104	99	150	278	301	341	404	143	216
RNU6-646P	0	0	0	1	0	0	0	0	0
ENSG00000303600	1	0	2	0	0	0	0	0	1
PAK2	2897	2507	3309	8354	8041	6462	9222	2863	6108
RNU4-89P	0	0	0	0	0	0	0	0	0
RNU6-42P	0	0	0	0	0	0	0	0	0
ENSG00000289446	1	2	4	3	10	1	7	4	2
SENP5	1208	1089	1043	1760	1293	2073	2191	892	2149
ENSG00000230732	0	0	13	3	2	11	2	1	7
NCBP2	3905	3594	3982	7589	5836	6179	6709	2933	6581
NCBP2-AS1	0	0	1	2	0	8	0	1	8
NCBP2AS2	813	724	478	1667	1517	830	1285	607	688
PIGZ	10	6	16	56	25	66	67	36	35
ENSG00000286017	0	0	2	0	0	5	0	0	0
MELTF	158	120	190	399	101	304	245	135	185
RPSAP69	0	0	0	0	0	0	0	0	0
ENSG00000300646	0	0	0	0	0	0	0	0	0
MELTF-AS1	23	30	76	35	21	116	73	47	77
DLG1	2077	1941	2812	4026	4202	3597	5239	1490	3878
ENSG00000289396	10	1	15	2	0	25	7	3	11
MIR4797	0	0	0	0	0	0	0	0	0
DLG1-AS1	1	1	5	2	3	4	5	1	4
ENSG00000286870	0	0	3	0	0	4	1	0	0
ENSG00000235126	0	0	1	2	0	1	1	2	0
ENSG00000289828	0	0	0	0	0	0	0	0	0
ENSG00000237167	0	0	0	0	0	0	0	0	0
ENSG00000303485	0	0	0	1	0	0	0	0	0
LINC02012	5	14	10	16	2	11	19	15	29
BDH1	551	500	466	1189	512	596	685	372	748
ENSG00000291091	324	301	336	771	1153	1004	1566	458	993
RPL36P7	0	0	0	0	0	0	0	0	0
ENSG00000297871	0	0	0	0	0	1	0	0	0
SDHAP4	0	0	0	0	0	0	0	0	0
ENSG00000273308	8	3	8	9	10	21	29	5	10
ENSG00000286909	41	27	57	28	42	129	100	44	83
PPP4R2P4	16	13	3	10	7	9	15	4	16
ENSG00000236833	2	1	3	2	3	3	5	2	5
ENSG00000287286	0	1	0	0	1	5	1	2	0
RUBCN	522	469	507	804	695	930	1084	419	1036
MIR922	0	0	0	0	0	0	0	0	0
FYTTD1	966	996	1220	2602	1753	2414	2268	792	1520
ENSG00000273375	0	0	0	0	0	1	1	0	2
LRCH3	1361	1252	1717	2782	2551	2426	3542	1117	2455
ENSG00000234136	0	0	1	0	0	0	0	0	0
RPL17P18	20	44	4	1461	901	5	1501	47	0
IQCG	214	247	250	437	513	515	586	207	504
RNU6-858P	0	0	0	0	0	0	0	0	0
ENSG00000309418	0	0	0	0	0	1	0	0	0
RPL35A	8200	8987	13219	25331	17945	17162	23564	7833	13854
LMLN	288	234	398	492	734	638	939	244	636
RNU6-621P	0	0	0	0	0	0	0	0	0
LMLN-AS1	2	2	1	13	6	10	2	0	0
ANKRD18DP	0	0	0	1	0	0	0	0	0
RNU6-821P	0	0	0	0	0	0	0	0	0
ENSG00000290936	0	0	1	0	0	0	0	1	0
FRG2FP	0	0	0	0	0	0	0	0	0
TUBB8P8	6	1	3	5	0	0	7	3	14
ENSG00000236246	0	0	0	0	0	0	0	0	0
ENSG00000301525	0	0	0	0	0	0	0	0	0
ENSG00000290937	139	91	90	225	123	69	61	58	110
ENSG00000301566	1	0	0	1	0	0	0	0	0
ENSG00000301547	0	0	0	0	2	0	0	0	0
FAM157A	0	0	0	0	0	0	0	0	0
RNU6-860P	0	0	0	0	0	0	0	0	0
CICP6	0	0	0	0	0	0	0	0	0
SEPTIN14P3	0	0	0	0	0	0	0	0	0
ENSG00000304187	0	0	0	0	0	0	0	0	0
ENSG00000292991	0	0	0	0	0	0	0	0	0
BNIP3P41	0	0	0	0	0	0	0	0	0
ZNF595	355	366	592	363	490	370	655	154	358
ENSG00000289361	8	8	25	13	15	21	11	9	9
WEE1P1	0	0	0	0	0	0	0	0	0
ENSG00000302042	0	0	0	0	0	0	0	0	0
ZNF718	254	244	327	517	376	467	561	258	603
ENSG00000275426	4	3	6	1	6	8	18	7	3
ENSG00000250892	0	0	0	0	0	0	0	0	0
ZNF876P	343	276	533	90	80	128	125	38	87
ENSG00000251188	37	45	49	36	20	33	24	4	34
ENSG00000251689	29	22	8	27	13	12	14	1	16
ZNF732	391	359	285	309	248	331	213	89	199
ENSG00000286705	1	2	3	2	3	8	9	1	6
ENSG00000251535	0	1	0	2	0	1	0	0	0
ZNF141	889	744	1184	1248	1296	1921	1902	608	1937
ENSG00000248564	0	0	0	0	0	0	0	0	0
ENSG00000250321	12	11	13	432	518	28	685	20	15
MIR571	0	0	0	0	0	0	0	0	0
