""	WT_P62	Y2_P37_28	YT2_P37_7_17
DHFRP3	0	0	0
ENSG00000302192	0	0	0
ENSG00000302175	0	0	0
ENSG00000303504	0	0	0
ENSG00000300188	0	0	0
ENSG00000223977	0	0	0
ENSG00000307778	1	0	0
ENSG00000307794	1	0	0
LINC01809	0	0	0
RPL37P10	0	0	0
RNU6-1312P	0	0	0
ENSG00000308806	0	0	0
ENSG00000304673	0	0	0
ENSG00000309386	0	0	0
ENSG00000309365	0	0	0
CRLF3P3	0	0	0
ST6GALNAC2P1	0	0	0
ENSG00000307947	0	0	0
ENSG00000294064	0	0	0
ENSG00000294015	0	0	0
ENSG00000293083	0	0	0
FUNDC2P2	0	0	0
ENSG00000228272	0	0	0
SUCLG1	1102	2186	2136
ENSG00000303657	0	0	0
ENSG00000289076	3	2	1
DNAH6	21	42	29
DUXAP1	0	0	0
LDHAP7	0	0	0
TRABD2A	429	801	559
ENSG00000276362	0	0	0
RPL12P18	0	0	0
ENSG00000297296	0	0	0
TMSB10	10179	16294	14236
ENSG00000287625	18	8	10
RPS2P17	13	8	20
ENSG00000290085	97	137	81
KCMF1	5408	4737	4020
LINC01964	2	2	2
ENSG00000235463	0	0	0
LSM3P3	0	1	0
ENSG00000300535	27	23	48
TCF7L1	5535	5507	7112
TCF7L1-IT1	5	2	4
RNU6-674P	0	0	0
SNRPEP11	0	0	0
ENSG00000246575	2	0	0
TGOLN2	3212	5449	5229
ENSG00000307411	0	0	1
ENSG00000290110	1	6	3
PEBP1P2	31	50	36
RETSAT	602	1654	1236
ELMOD3	291	544	457
ENSG00000271014	0	0	0
RN7SL113P	2	0	1
ENSG00000296248	0	0	0
ENSG00000273196	3	4	1
CAPG	1118	1511	948
ENSG00000286011	1	8	2
SH2D6	22	9	9
RN7SL251P	0	1	0
ENSG00000304620	0	0	0
ENSG00000303258	0	0	0
RPSAP22	0	0	0
ENSG00000303276	0	0	0
PARTICL	106	120	72
MAT2A	6039	8921	18252
GGCX	1257	2316	2027
VAMP8	344	990	552
RN7SL126P	0	0	0
VAMP5	40	35	24
ENSG00000288858	9	2	3
RNF181	1141	2186	1862
TMEM150A	410	758	990
USP39	3284	5731	5330
C2orf68	1265	1922	1662
ENSG00000305171	2	2	0
SFTPB	2	0	0
ENSG00000310473	17	14	7
ENSG00000310481	0	0	1
GNLY	1	63	41
GPR160P1	0	0	0
ENSG00000305802	0	0	0
ENSG00000308248	0	0	0
RNU1-38P	0	0	0
ENSG00000308233	0	0	0
ENSG00000303880	0	0	0
ENSG00000303899	0	0	0
ATOH8	30	62	31
MIR6071	0	0	0
ENSG00000296910	0	0	0
ENSG00000296931	0	0	0
ENSG00000298902	0	0	0
ENSG00000229498	1	0	0
RN7SKP83	0	0	0
ST3GAL5	123	218	167
ST3GAL5-AS1	1	0	3
ENSG00000293770	0	0	0
ENSG00000287628	0	0	0
ENSG00000306952	0	0	0
ENSG00000297464	0	0	0
POLR1A	3138	4529	7540
PTCD3	4692	6601	6635
SNORD94	10	15	16
IMMT	5851	9454	10523
MIR4779	0	0	0
ENSG00000273080	52	65	45
MRPL35	1529	2376	2604
REEP1	95	130	194
ENSG00000300452	0	0	0
ENSG00000251974	0	0	0
KDM3A	2187	4937	4266
CHMP3	383	816	1099
RNF103-CHMP3	6	4	5
RNU6-640P	0	0	0
CHMP3-AS1	0	0	2
RNF103	356	424	416
ENSG00000294715	1	1	0
RMND5A	3998	5755	4928
CD8A	15	48	42
ENSG00000291013	0	1	1
ENSG00000295522	4	1	1
CD8B	28	23	25
ENSG00000295541	0	0	0
ANAPC1P1	0	2	0
ENSG00000213605	0	0	0
RGPD1	7	1	0
WBP1P1	2	2	2
NDUFB4P5	0	0	0
PLGLB1	3	10	19
ANAPC1P2	331	523	161
ENSG00000266931	0	0	0
ENSG00000287931	0	2	0
ANAPC1P3	0	0	0
ENSG00000204745	109	127	139
MIR4771-1	0	0	0
ENSG00000303900	0	0	0
CENPNP1	0	0	0
ENSG00000310373	0	0	0
LINC01955	0	0	0
DBF4P3	0	0	0
ENSG00000287763	7	43	36
IGKV3OR2-268	0	0	0
ENSG00000297930	4	6	7
ENSG00000224881	0	0	0
LINC01943	0	0	0
CYTOR	77	24	10
NCAL1	7	2	2
ENSG00000273445	0	2	0
ENSG00000301212	0	0	0
ENSG00000301240	0	0	0
PAFAH1B1P1	0	0	0
ENSG00000301270	0	0	0
MIR4435-1	0	0	0
ENSG00000289429	3	1	0
RPS14P5	0	0	0
ENSG00000301256	0	0	0
ANAPC1P4	0	0	0
PLGLB2	5	4	11
RGPD2	96	77	71
MTATP8P2	0	0	0
ENSG00000301469	0	0	0
NDUFB4P7	0	0	0
WBP1P2	20	50	42
ANAPC1P5	0	0	0
ENSG00000307645	1	0	0
ENSG00000288437	0	0	0
RNU2-63P	0	0	0
ENSG00000287670	62	128	54
KRCC1	816	1168	1026
SMYD1	5	2	1
MIR4780	0	0	0
FABP1	0	0	0
ENSG00000288734	6	0	0
THNSL2	114	0	0
ENSG00000299410	0	0	0
MRPL45P1	0	0	0
RNU6-1168P	0	0	0
RNU6-1007P	0	0	0
RPL38P6	0	0	0
FOXI3	711	431	249
ENSG00000225420	20	14	7
SPMIP9	6	14	1
EIF2AK3	1078	1560	1720
EIF2AK3-DT	122	88	48
ENSG00000302514	1	0	0
ENSG00000302526	0	0	0
RPIA	587	1147	1334
ANKRD36BP2	98	33	31
ENSG00000290802	0	0	0
ENSG00000240040	0	0	0
MALLP2	0	0	0
MIR4436A	0	0	0
ENSG00000304868	0	0	0
ENSG00000309324	1	0	0
IGKC	7	0	0
ENSG00000295771	0	0	0
IGKJ5	0	0	0
IGKJ4	0	0	0
IGKJ3	0	0	0
IGKJ2	0	0	0
IGKJ1	0	0	0
ENSG00000290104	0	0	0
IGKV4-1	0	0	0
IGKV5-2	0	0	0
IGKV7-3	0	0	0
PGBD4P5	0	0	0
IGKV2-4	0	0	0
IGKV1-5	0	0	0
IGKV1-6	0	0	0
IGKV3-7	0	0	0
IGKV1-8	0	0	0
IGKV1-9	0	0	0
IGKV2-10	0	0	0
IGKV3-11	0	0	0
IGKV1-12	0	0	0
IGKV1-13	0	0	0
IGKV2-14	0	0	0
IGKV3-15	0	0	0
IGKV1-16	0	0	0
IGKV1-17	0	0	0
IGKV2-18	0	0	0
IGKV2-19	0	0	0
IGKV3-20	0	0	0
IGKV6-21	0	0	0
IGKV1-22	0	0	0
IGKV2-23	0	0	0
IGKV2-24	0	0	0
IGKV3-25	0	0	0
IGKV2-26	0	0	0
ENSG00000277852	0	0	0
IGKV1-27	0	0	0
IGKV2-28	0	0	0
IGKV2-29	0	0	0
IGKV2-30	0	0	0
IGKV3-31	0	0	0
IGKV1-32	0	0	0
IGKV1-33	0	0	0
IGKV3-34	0	0	0
IGKV1-35	0	0	0
IGKV2-36	0	0	0
IGKV1-37	0	0	0
IGKV2-38	0	0	0
IGKV1-39	0	0	0
IGKV2-40	0	0	0
ENSG00000283427	0	0	0
ENSG00000290846	23	3	5
ENSG00000283196	0	0	0
ENSG00000296491	0	0	0
KMT2CP4	0	0	0
ENSG00000306774	0	0	0
ENSG00000304415	0	0	0
ENSG00000283214	0	0	0
ENSG00000283659	0	0	0
ENSG00000306248	0	0	0
IGKV2D-40	0	0	0
IGKV1D-39	0	0	0
IGKV2D-38	0	0	0
IGKV1D-37	0	0	0
IGKV2D-36	0	0	0
IGKV1D-35	0	0	0
IGKV3D-34	0	0	0
IGKV1D-33	0	0	0
IGKV1D-32	0	0	0
IGKV3D-31	0	0	0
IGKV2D-30	0	0	0
IGKV2D-29	0	0	0
IGKV2D-28	0	0	0
IGKV1D-27	0	0	0
IGKV2D-26	0	0	0
IGKV3D-25	0	0	0
IGKV2D-24	0	0	0
IGKV2D-23	0	0	0
IGKV1D-22	0	0	0
IGKV6D-21	0	0	0
IGKV3D-20	0	0	0
IGKV2D-19	0	0	0
IGKV2D-18	0	0	0
IGKV6D-41	0	0	0
IGKV1D-17	0	0	0
IGKV1D-16	0	0	0
IGKV3D-15	0	0	0
IGKV2D-14	0	0	0
IGKV1D-13	0	0	0
IGKV1D-12	0	0	0
IGKV3D-11	0	0	0
IGKV2D-10	0	0	0
IGKV1D-42	0	0	0
IGKV1D-43	12	0	0
IGKV1D-8	0	0	0
IGKV3D-7	0	0	0
ENSG00000299590	0	0	0
ENSG00000275490	0	0	0
IGKV1OR2-118	0	0	0
ENSG00000265897	0	0	0
ENSG00000281904	0	0	0
ENSG00000310181	1	0	0
ENSG00000261600	7	0	0
ENSG00000230964	0	0	0
ENSG00000278131	0	0	0
LSP1P4	0	0	0
RNA5SP100	0	0	0
DRD5P1	0	0	1
ENSG00000290565	0	0	0
KMT2CP5	0	0	0
ENSG00000309264	0	0	0
NKAIN1P2	0	0	0
IGSF3P2	0	0	0
ENSG00000293925	12	0	0
KMT5AP2	77	170	47
ENSG00000286698	0	0	0
GGT8P	7	0	0
IGKV1OR2-1	0	0	0
ABCD1P5	0	0	0
ENSG00000237085	0	0	0
PABPC1P6	0	0	0
SLC9B1P2	0	0	0
ENSG00000290575	0	0	0
ACTR3BP2	0	0	0
CHEK2P3	0	0	0
ENSG00000294660	0	0	0
ENSG00000235147	0	0	0
IGKV1OR2-2	0	0	0
ENSG00000291142	4	16	15
BMS1P23	0	0	0
ENSG00000296481	0	1	1
ENSG00000290941	0	0	0
ENSG00000261522	0	0	0
AQP7B	0	1	0
ENSG00000294497	0	0	0
ENSG00000294469	0	0	0
CNN2P11	0	0	0
GXYLT1P7	0	0	0
CNN2P8	0	0	0
ENSG00000234837	0	0	0
FAM95A	0	1	0
CYP4F32P	0	0	0
ENSG00000232502	0	0	0
SNX18P14	0	0	1
ANKRD20A8P	0	0	0
ENSG00000291024	3	9	7
RNU6-1320P	0	0	0
ENSG00000300018	0	0	0
SOWAHCP5	0	0	0
TEKT4	3	5	9
ENSG00000259848	0	0	0
MTCO1P48	0	0	0
MTCO3P45	0	0	0
RPS24P6	0	0	0
ENSG00000298685	0	0	0
ENSG00000231331	0	0	0
ENSG00000232594	0	0	0
ENSG00000233105	0	0	0
ENSG00000224585	0	0	0
ENSG00000233447	0	0	0
ENSG00000235186	0	0	0
MAL-AS1	1	2	1
RN7SL575P	0	0	0
MAL	1	7	5
ENSG00000231062	0	0	0
ENSG00000288960	0	0	0
ENSG00000287362	5	7	11
ENSG00000301313	0	0	0
MRPS5	95	294	235
ENSG00000289685	0	0	0
ZNF514	497	622	487
ZNF2	105	204	215
SLC2AXP1	0	0	0
ENSG00000289370	39	43	46
ZNF892	491	805	894
PROM2	125	94	32
KCNIP3	141	229	198
FABP7P2	0	0	0
ENSG00000297448	0	4	0
FAHD2A	1432	2291	1585
ENSG00000309507	0	0	0
ENSG00000248821	0	0	0
ENSG00000309546	0	0	0
ENSG00000233275	0	0	0
ENSG00000309526	0	0	0
ENSG00000227120	0	0	0
UBTFL5	0	0	0
ENSG00000277747	0	0	0
ENSG00000305196	0	0	0
ENSG00000234903	0	0	0
TRIM43B	2	1	0
ENSG00000238162	0	0	0
ENSG00000223917	0	0	0
ENSG00000237308	0	0	0
ENSG00000224719	0	0	0
TRIM64FP	0	0	0
LINC03052	0	0	0
ANKRD33BP1	0	0	0
ENSG00000291126	0	0	1
ENSG00000236431	0	0	0
ENSG00000273305	0	0	0
ENSG00000233037	0	0	0
OR7E102P	0	0	0
TRIM51JP	0	0	0
ENSG00000293713	0	0	0
ENSG00000274028	0	0	0
ENSG00000230083	0	0	0
TRIM43	1	1	0
ENSG00000236026	0	0	0
ENSG00000304755	0	0	0
ENSG00000271003	0	0	0
ENSG00000270193	0	0	0
UBTFL3	0	0	0
ENSG00000275497	0	0	0
ENSG00000304720	0	0	0
ENSG00000235959	0	0	0
ENSG00000235584	0	2	0
ENSG00000236750	0	0	0
ENSG00000304650	0	0	0
ENSG00000304695	1	0	1
ENSG00000295287	0	0	0
ENSG00000307276	0	0	0
ENSG00000290897	0	0	0
GPAT2P1	0	0	0
LINC00342	95	172	226
ANKRD36C	91	184	142
RN7SL210P	0	0	0
ENSG00000291176	214	299	237
FAHD2CP	0	0	0
GPAT2	3	5	2
ENSG00000295024	0	0	0
ENSG00000295043	0	0	0
ADRA2B	503	288	419
ASTL	46	14	6
DUSP2	149	42	150
ENSG00000228873	0	0	0
ENSG00000304046	0	0	0
ENSG00000294820	0	0	0
STARD7	7155	12341	14316
STARD7-AS1	104	147	143
TMEM127	1244	1880	2095
CIAO1	2454	3850	3897
SNRNP200	18450	28226	33010
ENSG00000230747	13	11	9
ENSG00000307472	0	0	1
ITPRIPL1	525	510	1053
ENSG00000308585	3	1	1
NCAPH	2601	3958	6205
ENSG00000304592	0	0	0
NEURL3	2	8	1
ENSG00000235480	2	3	0
ARID5A	123	720	926
KANSL3	2148	3366	3925
FER1L5	96	78	94
LMAN2L	899	1341	1595
ENSG00000305927	0	0	0
CNNM4	1387	1824	1575
MIR3127	0	0	0
CNNM3-DT	60	73	90
CNNM3	1140	2127	1811
ANKRD23	4	24	20
ANKRD39	210	274	278
SEMA4C	5789	3806	3539
ENSG00000295453	229	167	93
FAM178B	77	16	9
ENSG00000286654	6	1	2
ENSG00000293951	0	0	0
RNA5SP101	0	0	0
ENSG00000275094	0	0	0
ENSG00000273634	0	0	0
ENSG00000306868	0	0	0
ENSG00000248134	0	0	0
ENSG00000295313	0	0	0
TRIM43CP	0	0	0
ENSG00000230343	0	0	0
ENSG00000236847	0	0	0
ENSG00000297281	0	0	0
IGKV2OR2-1	0	0	0
IGKV2OR2-2	0	0	0
IGKV1OR2-3	0	0	0
GPAT2P2	0	0	0
ENSG00000308566	0	0	0
FAHD2B	1058	1493	1068
ENSG00000279791	3	7	1
RN7SL313P	0	0	0
ANKRD36	144	178	131
ENSG00000277701	0	0	3
ENSG00000300949	0	0	0
ENSG00000237837	0	0	0
IGKV1OR2-9	0	0	0
IGKV2OR2-10	0	0	0
IGKV2OR2-7D	0	0	0
IGKV3OR2-5	0	0	0
IGKV1OR2-6	0	0	0
IGKV2OR2-7	0	0	0
IGKV2OR2-8	0	0	0
IGKV1OR2-11	0	0	0
ENSG00000278766	0	0	0
APPAT	7	14	41
ANKRD36B	121	181	146
ENSG00000235833	0	2	0
ENSG00000286036	0	0	0
UBTFL6	1	3	1
COX5B	2883	4851	4264
ACTR1B	1918	2977	2813
C2orf92	61	80	86
RNU4-8P	0	0	0
ZAP70	5	27	16
TMEM131	2248	2689	3660
HMGN1P36	581	1324	1369
RNU7-96P	0	1	0
ENSG00000296263	0	0	0
VWA3B	2	5	0
ENSG00000301791	0	0	0
ENSG00000309695	0	0	0
ENSG00000305674	0	0	0
ATP5F1BP1	0	0	0
ENSG00000222000	2	48	50
ENSG00000307313	0	0	0
CNGA3	3	7	13
ENSG00000227987	0	0	0
ENSG00000299290	0	0	0
INPP4A	1975	2663	3834
COA5	719	1298	1201
UNC50	663	943	966
MGAT4A	228	488	352
ENSG00000296850	0	0	0
YWHAQP5	0	0	0
ENSG00000304199	0	1	1
LINC02611	1	1	2
RNU4-84P	0	0	0
CRACDL	14	8	32
RNU7-46P	0	0	0
TSGA10	105	206	130
SMC3P1	166	181	194
ENSG00000241962	12	15	20
C2orf15	190	178	125
LIPT1	165	264	231
ENSG00000273155	0	1	0
MITD1	1058	1344	1232
MRPL30	2289	3466	3495
LYG2	1	5	3
LYG1	9	21	43
TXNDC9	941	1365	1550
EIF5B	7254	10932	11602
REV1	1129	1645	2229
ENSG00000273306	13	26	41
AFF3	72	201	398
ENSG00000301580	0	0	0
ENSG00000299017	1	0	0
ENSG00000305569	0	0	0
ENSG00000305546	0	0	0
ENSG00000230393	0	2	2
LINC01104	0	0	0
LONRF2	149	135	103
ENSG00000301271	0	0	0
CYCSP7	0	0	0
ENSG00000270699	0	0	0
CHST10	1564	2186	3176
RALBP1P2	0	0	0
ENSG00000303046	0	0	0
NMS	0	0	0
ARPP19P2	0	1	2
PDCL3	788	1687	1763
HMGN2P22	0	0	0
LINC01849	0	1	9
ENSG00000309950	0	0	0
ENSG00000287832	0	0	1
NANOGNBP1	0	0	0
LINC01868	0	0	0
ENSG00000228488	0	0	0
ENSG00000298050	0	0	0
ENSG00000286737	0	0	0
ENSG00000295533	0	0	0
ENSG00000308555	3	1	1
ENSG00000289077	2	0	2
NPAS2	121	235	316
NPAS2-AS1	0	0	0
ENSG00000223947	0	0	0
RPL31	20486	26345	19494
TBC1D8	723	3567	2260
BBIP1P1	0	0	0
TBC1D8-AS1	10	34	15
ENSG00000307316	6	13	7
CNOT11	1513	3042	3448
RNF149	570	926	864
SNORD89	3	2	1
ENSG00000307218	6	20	6
ENSG00000303465	0	0	1
MIR5696	0	0	0
ENSG00000310215	1	0	0
ENSG00000310233	1	1	1
CREG2	79	151	64
ENSG00000226058	0	0	0
RFX8	34	13	7
LINC01870	1	0	0
RPS6P3	0	0	0
PRCPP1	0	0	0
ENSG00000286047	1	0	0
ENSG00000286101	0	0	0
ENSG00000310387	0	0	0
MAP4K4	10161	10724	14150
ENSG00000288948	0	2	0
LINC01127	1	0	0
ENSG00000294382	0	0	0
IL1R2	1	3	2
ENSG00000287771	0	0	0
ENSG00000304079	0	0	0
IL1R1	37	27	31
IL1R1-AS1	0	0	0
IL1RL2	1	0	0
ENSG00000303263	0	0	0
CFAP144P2	0	0	2
ENSG00000304533	0	0	0
IL1RL1	0	1	0
IL18R1	4	18	14
SDR42E1P5	0	0	0
IL18RAP	0	0	0
MIR4772	0	0	0
ENSG00000236525	0	0	0
ENSG00000234389	0	0	0
SLC9A4	1	0	0
ENSG00000309513	0	0	0
ENSG00000305095	0	1	0
SLC9A2	12	12	20
MFSD9	538	772	656
TMEM182	180	254	202
LINC01796	0	0	0
ENSG00000293792	0	0	0
LINC01935	0	0	0
ENSG00000227680	1	0	1
ENSG00000306845	1	0	0
ENSG00000229209	1	0	0
ENSG00000300106	0	0	0
ENSG00000305279	0	0	0
ENSG00000227623	0	0	0
ENSG00000310428	0	0	0
ENSG00000286290	0	2	1
ENSG00000297311	0	0	0
CRLF3P1	0	0	0
ENSG00000308676	0	0	0
ENSG00000221849	0	0	0
CAPZBP1	0	0	0
ENSG00000308381	0	0	0
ENSG00000236141	0	0	0
LINC01965	0	0	0
ENSG00000301260	0	0	0
ENSG00000273515	0	0	0
ENSG00000228968	0	0	0
ENSG00000305181	0	0	0
ENSG00000299898	0	0	0
ENSG00000309190	3	0	0
ENSG00000298919	0	0	0
ENSG00000299060	0	0	0
ENSG00000299033	0	0	0
ENSG00000299011	0	0	0
ENSG00000227157	0	0	1
AHCYP3	0	0	0
LINC01831	0	0	0
ENSG00000293648	0	0	0
ENSG00000287793	0	0	0
LINC01102	0	5	11
LINC01103	0	0	0
ENSG00000303480	0	0	1
ENSG00000231626	0	0	0
ENSG00000236109	0	0	0
PANTR1	4	69	42
ENSG00000230690	1	1	2
RPL23AP27	0	0	0
ENSG00000295972	0	0	0
ENSG00000228528	1	24	9
HMGB3P11	0	0	0
ENSG00000296034	0	1	0
ENSG00000296054	0	0	0
ENSG00000269707	1	3	2
POU3F3	0	111	83
ENSG00000289498	0	11	10
LINC01159	0	5	8
ENSG00000296010	0	0	0
ENSG00000295887	0	0	0
ENSG00000287135	0	0	0
MRPS9-AS2	21	31	19
MRPS9	2754	4851	4290
MRPS9-AS1	3	8	1
ENSG00000301070	0	1	0
LINC01918	54	106	78
ENSG00000293860	0	0	0
ENSG00000308083	0	0	2
GPR45	2	10	14
ENSG00000272861	0	13	7
TGFBRAP1	1107	1455	2280
TGFBRAP1-AS1	5	0	2
C2orf49-DT	152	276	238
C2orf49	720	1250	1163
FHL2	1246	1532	1715
ENSG00000238273	0	0	0
ENSG00000296632	0	0	1
ENSG00000299064	0	0	0
ENSG00000299090	0	0	0
LINC02946	0	0	0
ENSG00000287308	0	0	0
ENSG00000294036	0	0	0
ENSG00000293937	0	0	0
ENSG00000293966	0	0	0
NCK2	2301	3254	2703
ENSG00000290119	0	0	0
ENSG00000235522	0	2	0
ENSG00000234162	0	1	0
ENSG00000306780	0	0	0
ENSG00000302943	0	0	1
ECRG4	44	27	45
ENSG00000305063	0	1	1
UXS1	2091	2500	2266
ENSG00000233339	0	0	0
ENSG00000300396	0	0	0
ENSG00000273595	0	0	0
RPL22P10	0	1	0
SRSF3P4	0	0	0
RPS21P2	0	0	0
RPL27AP4	0	0	0
ENSG00000304209	0	0	0
ILRUNP1	0	0	0
ENSG00000229682	0	0	0
ANAPC1P6	0	0	0
ENSG00000291125	0	4	8
PLGLA	0	0	0
RGPD3	22	23	20
ENSG00000297907	0	0	0
ENSG00000237666	1	0	0
ENSG00000307056	0	0	0
CD8B2	2	2	1
ENSG00000307086	0	0	0
ENSG00000232001	0	0	0
ENSG00000231505	0	0	0
ENSG00000307071	0	0	0
ENSG00000306841	0	0	0
EEF1A1P12	7	7	11
ST6GAL2	255	512	342
ST6GAL2-IT1	4	0	3
ENSG00000227294	0	0	0
ENSG00000303047	2	8	1
ENSG00000309169	0	3	0
ENSG00000286218	0	0	0
PPP1R2P5	0	0	0
ENSG00000226905	0	0	0
ENSG00000308004	0	0	0
ENSG00000295016	0	0	0
ENSG00000297164	0	0	0
ENSG00000304976	0	0	0
ENSG00000301577	0	0	0
ENSG00000301563	0	0	0
LINC01789	0	0	0
ENSG00000296460	0	0	0
ENSG00000296443	0	0	0
ENSG00000225588	0	0	0
LINC01885	0	0	0
LINC01886	0	0	0
ENSG00000286769	0	0	0
GACAT1	0	0	1
ENSG00000302978	0	0	0
RGPD4-AS1	0	0	0
RGPD4	36	72	58
ENSG00000233494	0	0	0
ENSG00000227270	0	0	0
RPL22P8	5	2	4
SRSF3P5	0	1	0
SLC5A7	8	8	7
LINC01593	0	0	0
ACTP1	0	0	0
LINC01594	0	0	0
ENSG00000296208	0	0	0
SETD6P1	0	0	0
ENSG00000294676	0	0	0
SULT1C3	0	0	0
WASF1P1	0	0	0
SULT1C2	131	48	66
SULT1C2P2	0	0	0
SULT1C5P	1	0	0
GMCL1P2	0	0	0
ENSG00000296907	0	0	0
SULT1C4	166	270	194
ENSG00000303632	0	0	0
SMIM12P1	0	0	0
GCC2	2270	4098	3673
GCC2-AS1	93	102	53
LIMS1	1573	2624	2475
LIMS1-AS1	0	0	0
ENSG00000233648	0	0	0
RPL10P5	0	0	0
RANBP2	7872	11781	17146
CCDC138	1201	1280	1637
RPL39P16	40	56	82
EDAR	0	2	1
ENSG00000309683	3	9	2
ENSG00000295755	0	0	0
ENSG00000305872	0	0	0
SH3RF3-AS1	1	3	2
SH3RF3	133	401	317
MIR4265	0	0	0
ENSG00000308647	0	0	1
SNRPGP9	0	0	0
MIR4266	0	0	0
SEPTIN10	4939	6192	5543
RPL37P12	0	0	0
ENSG00000230696	0	0	0
SOWAHC	957	1174	966
ENSG00000230603	0	0	0
ENSG00000307758	2	0	0
BMS1P19	0	0	0
ENSG00000307776	0	0	0
ENSG00000295804	0	0	0
SRSF3P6	0	0	0
ENSG00000282033	0	0	1
ENSG00000305840	0	0	0
RPL22P11	1	0	0
RGPD5	1	1	0
ENSG00000301709	0	0	0
LIMS3	0	0	1
ENSG00000284337	0	0	0
ENSG00000290731	0	0	0
ENSG00000283684	0	0	0
ENSG00000186148	0	0	0
GPAA1P1	0	0	0
ZBTB45P1	0	0	0
LINC01123	18	34	22
ENSG00000300009	0	0	0
ENSG00000235721	0	0	0
ENSG00000229730	0	0	0
ENSG00000283283	0	0	3
MIR4267	0	1	0
MALL	26	5	5
MIR4436B1	0	0	0
ENSG00000309020	1	0	0
NPHP1	109	139	170
ACTR1AP1	0	0	0
MTLN	207	70	0
ENSG00000290732	0	0	0
ENSG00000282304	0	0	0
ENSG00000261760	0	0	0
ENSG00000305213	0	0	0
ENSG00000293619	0	0	0
MALLP1	0	0	0
MIR4436B2	0	0	0
ENSG00000283167	0	0	0
ENSG00000295406	0	0	0
LINC01106	28	50	21
ENSG00000226991	0	0	0
ENSG00000230650	6	7	7
ZBTB45P2	0	0	0
ENSG00000273471	2	0	0
ENSG00000293177	1	0	0
GPAA1P2	0	0	0
ENSG00000184115	0	0	0
ENSG00000290733	0	2	0
ENSG00000257207	0	0	0
LIMS4	0	0	0
ENSG00000227574	0	0	0
ENSG00000304376	0	0	0
ENSG00000231583	0	0	0
RGPD6	2	0	1
ENSG00000231536	3	1	4
ENSG00000289202	9	1	0
RPL22P12	0	0	0
BUB1	11407	7497	12301
ENSG00000235881	1	0	0
ENSG00000294954	8	1	1
ACOXL	1375	193	310
RPL5P9	2	7	2
MIR4435-2HG	155	33	7
ENSG00000304842	9	1	0
ACOXL-AS1	4	1	6
BCL2L11	1224	1171	934
ENSG00000293584	0	0	0
ENSG00000295185	0	1	2
ENSG00000230499	0	0	0
ENSG00000227992	1	0	1
ENSG00000271590	1	0	0
ENSG00000229118	0	0	0
ENSG00000270190	0	1	0
ENSG00000295251	1	1	0
RPS14P4	0	0	0
MIR4435-2	0	0	0
PAFAH1B1P2	0	0	0
ENSG00000293111	0	0	0
ENSG00000295115	0	0	0
ENSG00000285016	0	2	0
ENSG00000295306	0	0	0
ENSG00000295207	0	0	0
ENSG00000280878	0	0	0
SOCAR	0	0	0
ENSG00000295327	0	0	0
DBF4P2	0	0	0
ENSG00000225744	0	0	0
ANAPC1	4591	6093	7429
ENSG00000295159	1	0	0
ENSG00000295279	0	3	0
RPL34P8	0	0	0
ENSG00000301796	0	0	0
ENSG00000310073	1	0	1
ENSG00000227842	0	0	0
CENPNP2	0	0	0
ENSG00000301401	0	0	0
MIR4771-2	0	0	2
ENSG00000230958	0	0	0
ENSG00000298291	5	10	6
EEF1E1P1	0	0	0
MERTK	534	829	525
RN7SL297P	0	0	0
RTRAFP1	0	2	0
SLC30A6P1	0	0	0
ENSG00000286904	0	0	0
TMEM87B	1141	1585	882
ENSG00000287141	0	0	0
FBLN7	88	74	69
ENSG00000278962	57	29	9
ENSG00000304406	0	0	0
ZC3H8	647	762	669
ENSG00000286545	1	0	1
ENSG00000304977	7	6	9
ZC3H6	860	1115	797
NDUFB4P6	0	0	0
ENSG00000236555	0	0	0
RGPD8	69	49	58
ENSG00000293401	5	8	4
VINAC1P	0	0	0
ENSG00000295626	6	8	3
TTL	2815	4154	4307
ENSG00000302893	1	3	9
POLR1B	2601	3034	4286
ENSG00000309434	23	24	23
CHCHD5	366	511	417
ENSG00000243389	9	7	7
ENSG00000228251	12	15	7
ENSG00000231747	4	5	5
ENSG00000309398	0	0	1
SLC20A1-DT	31	65	21
SLC20A1	3469	3614	5869
ENSG00000298853	0	1	0
ENSG00000307698	0	1	0
ENSG00000306594	0	0	0
NT5DC4	5	3	3
CKAP2L	1706	2419	2865
ENSG00000299339	32	16	16
IL1A	24	44	28
ENSG00000287937	0	0	0
IL1B	1	5	2
AMANZI	2	0	0
XIAPP3	4	0	0
IL37	4	1	0
CDK8P2	0	0	1
IL36G	3	1	1
HMGN2P23	0	0	0
POLR2DP1	0	0	0
IL36A	0	0	0
IL36B	0	0	0
IL36RN	7	0	0
IL1F10	0	0	0
RNU6-1180P	0	0	0
IL1RN	2	2	0
PSD4	102	141	209
ENSG00000234174	0	0	0
PAX8-AS1	4	8	4
PAX8	3	334	85
ENSG00000304529	0	0	5
LINC02966	15	10	8
ENSG00000289035	0	0	0
IGKV1OR2-108	0	1	1
ENSG00000272563	1	0	0
ZNG1B	740	1175	1235
ENSG00000304550	0	0	0
FOXD4L1	0	1	1
LINC01961	0	0	0
PGM5P4-AS1	1	0	1
FAM138B	0	0	0
ENSG00000291134	0	0	0
PGM5P4	0	0	0
ENSG00000304410	0	0	0
ENSG00000287165	11	13	2
RPL23AP7	195	265	263
MIR1302-3	0	0	0
ENSG00000310523	35	58	75
WASH2P	0	0	0
