""	WT_1	WT_2	Y2_1	Y2_2	YT_1	YT_2
ENSG00000298128	0	0	0	0	1	1
MRPS5P3	0	0	0	0	0	0
ENSG00000250080	0	0	0	0	0	0
SELENOTP2	0	0	0	0	0	0
ENSG00000250956	0	0	0	0	0	0
ENSG00000283897	1	4	6	2	3	7
ENSG00000286615	21	23	69	16	60	71
MEGF10	828	715	4304	964	2223	2688
ENSG00000249577	3	4	16	9	13	14
ENSG00000271766	1	1	9	1	2	7
HNRNPKP1	171	129	238	100	242	158
PRRC1	2937	2690	4748	1845	6012	4948
ENSG00000282925	0	0	0	0	0	0
CTXN3	0	1	0	0	0	0
ENSG00000248799	1	0	1	1	0	3
ENSG00000307589	0	0	0	0	0	0
CCDC192	9	6	8	6	19	7
CUL1P1	0	0	7	0	12	0
ENSG00000307575	1	0	0	0	0	0
ENSG00000250603	0	0	0	0	0	0
SLC12A2-DT	177	146	217	199	648	325
SLC12A2	542	524	943	505	1500	737
POGLUT2P1	0	0	6	1	10	5
ENSG00000295238	0	0	0	0	0	0
FBN2	1518	839	2879	1826	5190	2479
ENSG00000307925	0	0	0	0	0	0
SLC27A6	243	219	164	67	222	134
ENSG00000248634	0	1	1	2	5	0
ENSG00000288697	0	0	0	0	0	0
ISOC1	1440	1348	1688	1018	2575	1646
MIR4633	0	0	0	0	0	0
ENSG00000286274	0	0	0	0	1	0
ADAMTS19-AS1	79	81	183	58	174	207
MIR4460	0	0	0	0	0	0
ADAMTS19	1025	1066	2638	656	1715	2110
ENSG00000251680	4	0	8	4	7	5
MINAR2	4	1	3	1	2	0
CHSY3	53	53	33	35	84	39
RNU6ATAC10P	0	0	0	0	0	0
RNA5SP191	0	0	0	0	0	0
HSPA8P4	0	0	5	0	1	0
ENSG00000305378	0	0	0	0	1	0
RNU7-53P	0	0	0	0	0	0
ARL2BPP4	0	0	0	0	0	0
ENSG00000249418	0	0	0	0	0	0
ENSG00000287390	2	0	8	2	6	10
ENSG00000244192	0	2	41	2	51	25
ENSG00000250405	0	0	5	1	4	3
ENSG00000309416	0	0	0	0	0	0
ENSG00000248955	0	0	0	0	0	0
HINT1	3886	3773	11190	5722	17128	15642
LYRM7	488	436	954	430	1259	885
ENSG00000303023	0	0	0	0	0	0
ENSG00000290020	1	0	0	0	0	0
CDC42SE2	1454	1401	2259	1361	3448	2267
ENSG00000279370	0	0	1	0	0	0
ENSG00000299818	0	1	1	0	0	0
RAPGEF6	194	149	257	166	686	416
ENSG00000273217	0	0	0	0	0	0
ENSG00000275939	0	0	0	0	0	0
ENSG00000299066	1	1	1	1	2	1
FNIP1	459	417	859	439	1342	1079
ACTBP4	0	0	0	0	2	0
ENSG00000299814	0	0	0	0	0	0
ENSG00000279584	0	0	0	0	0	0
MEIKIN	0	0	0	0	0	0
ENSG00000281938	0	0	0	0	0	0
ENSG00000234758	0	0	0	0	0	0
ACSL6	25	21	47	8	40	21
ACSL6-AS1	1	1	0	0	0	0
ENSG00000231585	0	0	0	0	0	1
ENSG00000303119	0	0	0	0	4	0
IL3	0	0	0	0	0	0
ENSG00000295603	0	0	0	0	0	0
CSF2	0	0	0	0	0	0
ENSG00000253067	0	0	0	0	0	0
ENSG00000224015	0	0	0	1	0	0
ENSG00000227616	0	0	0	0	0	0
ENSG00000235775	0	0	0	0	0	0
P4HA2-AS1	0	0	0	0	0	0
P4HA2	569	512	466	891	1540	431
ENSG00000224431	0	0	0	0	0	0
MIR6830	0	0	0	0	0	0
PDLIM4	313	269	308	393	658	143
SLC22A4	13	10	14	13	31	13
MIR3936HG	7	5	5	3	17	10
MIR3936	0	0	0	0	0	0
SLC22A5	204	200	304	151	346	171
CARINH	3	8	14	15	36	10
ENSG00000283782	0	0	0	0	0	0
LINC02863	0	0	0	0	0	0
ENSG00000298170	0	0	0	0	0	0
IRF1	170	170	218	163	399	176
IL5	0	0	1	0	0	0
RAD50	158	156	265	91	162	105
TH2LCRR	1	0	0	0	2	0
IL13	0	0	0	0	0	0
IL4	0	0	0	0	0	0
ENSG00000230612	0	0	0	0	0	0
KIF3A	465	437	993	406	1210	858
CCNI2	40	33	54	17	45	15
SEPTIN8	1728	1613	2508	1033	2804	1668
SOWAHA	1	0	5	2	4	4
ENSG00000272203	0	0	0	0	1	0
SHROOM1	147	135	182	130	266	87
RNA5SP192	0	0	0	0	0	0
GDF9	10	4	16	13	17	8
UQCRQ	1033	1080	2132	947	2267	2538
LEAP2	18	12	15	18	44	29
AFF4	2462	1845	3965	1913	6229	4482
EEF1A1P50	0	0	0	0	0	0
ATP6V0E1P1	0	0	0	0	0	0
AFF4-DT	0	1	3	6	10	4
ENSG00000229738	0	0	0	0	4	0
ZCCHC10	677	694	1488	524	1430	1536
ENSG00000248648	0	0	0	0	0	0
ENSG00000287054	0	0	1	1	1	0
ENSG00000286408	17	15	21	11	22	7
HSPA4	18739	17360	25020	9300	23438	21117
ENSG00000279691	0	1	2	1	2	0
ENSG00000251616	0	0	0	0	0	0
ENSG00000248245	0	2	0	0	0	1
RPL6P15	0	0	0	0	0	0
FSTL4	309	256	302	103	283	230
ENSG00000288758	0	0	1	0	0	0
ENSG00000249478	0	0	0	0	0	0
ENSG00000250244	1	0	0	0	0	0
ENSG00000250409	0	0	0	0	0	0
MIR1289-2	0	0	0	0	0	0
ENSG00000280104	0	0	0	0	0	0
ENSG00000279197	8	13	9	3	9	8
ENSG00000251243	0	0	0	0	0	0
ENSG00000298238	0	0	0	0	0	0
ENSG00000298220	0	0	0	0	0	0
WSPAR	0	0	0	0	0	0
ENSG00000297482	0	0	0	0	0	0
C5orf15	2076	2160	4159	2512	7351	4605
ENSG00000309135	1	0	1	0	1	1
VDAC1	10347	9717	14567	7038	15224	11494
ENSG00000271737	28	22	26	28	30	12
ENSG00000309104	0	1	0	0	4	0
ENSG00000309150	0	0	0	0	0	0
ENSG00000271128	0	0	0	0	1	0
ENSG00000309115	23	21	24	13	18	11
TCF7	371	359	1188	306	840	813
ENSG00000307917	0	1	0	0	0	0
SKP1	351	365	773	326	1401	1448
ENSG00000272772	0	0	0	1	1	2
PPP2CA	906	812	1519	843	1740	1253
ENSG00000273345	0	0	2	2	2	0
MIR3661	0	1	6	2	4	2
PPP2CA-DT	14	9	24	7	45	24
ENSG00000307934	1	1	7	0	0	4
ENSG00000239615	0	0	0	0	0	0
CDKL3	11	14	10	14	36	23
ENSG00000293902	10	6	25	13	15	27
UBE2B	465	473	1123	564	1616	1265
ENSG00000279469	1	0	0	3	3	1
ENSG00000248559	0	0	0	0	0	0
CDKN2AIPNL	1540	1431	2814	1371	2848	1572
ENSG00000299601	2	4	0	1	2	0
ENSG00000243648	0	0	0	0	0	0
LINC02999	4	6	6	4	20	16
ENSG00000250994	168	187	309	74	165	188
ENSG00000300647	0	0	0	0	0	0
ENSG00000300625	5	5	1	1	1	3
RNU6-456P	0	0	0	0	0	0
LINC01843	1	0	0	0	1	0
RN7SL541P	0	0	0	0	0	0
ENSG00000280420	0	0	0	0	2	0
ENSG00000302418	1	3	5	3	3	4
JADE2	666	664	3131	509	921	1092
SAR1B	597	589	976	523	1078	907
RNU6-1311P	0	0	0	0	0	0
SEC24A	1880	1604	3049	1129	3577	3333
RNU6-1164P	0	0	0	0	0	0
RNU6-757P	0	0	0	0	0	0
ENSG00000305397	1	1	0	1	1	0
CAMLG	1465	1391	2287	1321	2571	1608
DDX46	5045	4397	9297	3052	9772	8674
ENSG00000241179	0	0	0	0	0	0
C5orf24	583	566	832	719	2198	1419
ENSG00000270892	0	0	0	0	0	0
TXNDC15	973	842	1849	1041	2105	1283
ENSG00000300583	1	2	1	0	2	0
PCBD2	241	216	680	273	658	420
ENSG00000279799	0	0	0	0	0	0
ENSG00000295438	0	0	0	0	0	0
MTCYBP18	0	0	29	2	26	41
MTND6P4	0	1	22	0	22	23
MTND5P11	1	5	113	1	139	277
MTND4P12	17	60	2066	57	1947	3873
MTND4LP30	0	3	136	4	106	150
ENSG00000263963	0	0	0	0	0	0
MTND3P25	0	0	0	0	0	0
CATSPER3	4	3	6	8	9	2
PITX1	1	0	2	0	0	0
PITX1-AS1	0	0	1	0	0	0
ENSG00000277619	0	0	0	0	0	0
EPIST	0	0	0	0	0	3
ENSG00000248482	0	0	0	0	0	0
ENSG00000301950	0	0	0	0	0	0
LINC02900	0	0	0	0	0	0
ENSG00000301931	0	0	0	0	0	0
MACROH2A1	4872	4447	5453	6058	18085	7012
ENSG00000270021	1	1	0	1	1	1
ENSG00000303201	0	0	0	0	0	0
DCANP1	0	0	0	0	0	0
TIFAB	0	0	0	0	0	0
ENSG00000249639	0	0	0	0	0	0
ENSG00000308968	0	0	0	0	0	0
ENSG00000250167	1	0	1	2	0	1
SLC25A48	31	34	70	12	25	17
NEUROG1	0	1	12	0	0	6
ENSG00000294972	0	0	0	0	0	0
CXCL14	13	14	64	57	145	106
ENSG00000294952	0	0	0	0	0	0
SLC25A48-AS1	0	0	0	0	0	0
ENSG00000294929	0	1	1	0	0	4
ENSG00000223539	0	0	0	0	1	0
MIR5692C1	0	0	0	0	0	0
ENSG00000250378	0	0	0	1	0	1
ENSG00000304530	0	0	0	0	0	0
IL9	0	0	0	0	0	0
ENSG00000254239	0	0	0	0	0	0
ENSG00000253927	0	0	0	0	0	0
LECT2	0	0	0	0	0	0
ENSG00000293402	4	4	8	3	7	13
FBXL21P	0	0	0	0	0	0
ENSG00000295057	0	0	0	0	0	0
ENSG00000295093	0	0	0	0	0	0
ENSG00000295076	0	0	0	0	0	0
TGFBI	782	699	421	661	1576	607
VTRNA2-1	0	0	1	0	0	0
ENSG00000306797	0	0	0	0	0	0
SMAD5-AS1	1	1	1	1	4	0
ENSG00000277859	0	0	0	0	0	0
SMAD5	2220	2018	3076	1765	5476	3311
ENSG00000275646	0	0	0	0	0	0
ENSG00000277524	0	0	0	0	0	0
ENSG00000274934	0	0	0	0	0	0
SMIM32	5	4	9	18	14	3
TRPC7-AS1	0	0	0	0	1	0
TRPC7	2	0	1	0	0	0
TRPC7-AS2	0	0	1	0	0	0
ENSG00000279240	0	0	0	0	0	0
HSPD1P18	0	0	0	0	0	0
ENSG00000296800	0	0	0	0	0	1
HNRNPA1P13	0	0	0	0	0	0
CTB-1I21.1	2	1	1	0	2	5
ENSG00000298415	0	0	0	0	0	0
ENSG00000298397	29	34	73	13	52	125
ANKRD49P3	0	0	0	0	0	0
RNA5SP193	0	0	0	0	0	0
SPOCK1	974	791	814	430	1469	1133
ENSG00000299682	0	0	0	0	0	0
ENSG00000295352	0	0	0	0	0	0
ENSG00000293943	0	0	0	0	0	0
KLHL3	586	474	655	549	1471	664
MIR874	0	0	0	0	0	0
ENSG00000295218	1	0	0	0	2	0
HNRNPA0	9502	9655	19306	10354	16389	8471
ENSG00000295236	6	5	17	7	13	5
ENSG00000293261	0	0	0	0	0	0
PKD2L2-DT	9	8	0	0	2	0
ENSG00000287067	0	0	0	0	0	0
ENSG00000270697	0	0	0	0	0	0
NPY6R	0	0	0	0	0	0
MYOT	0	0	0	0	0	0
PKD2L2	0	0	0	0	0	0
FAM13B	477	388	958	452	1412	1107
FAM13B-AS1	7	2	9	6	7	2
ENSG00000296794	3	0	2	0	2	2
ENSG00000250260	1	0	1	3	0	0
RNU6-1148P	0	0	0	0	0	0
WNT8A	8	10	83	111	186	75
NME5	32	31	85	72	227	161
RNU6-460P	0	0	0	0	0	0
RNU6-888P	0	0	0	0	0	0
BRD8	2029	1782	3625	1830	4846	2860
KIF20A	3869	3489	6530	4036	12235	7093
CDC23	1813	1879	3082	1862	4896	2790
GFRA3	58	47	159	41	89	59
RPS27AP18	0	0	0	0	0	0
CDC25C	1097	1120	1660	1158	3238	1588
FAM53C	2895	2530	5349	2825	5317	2673
ENSG00000249971	0	0	1	0	2	0
KDM3B	4997	4146	7543	4553	11111	5408
REEP2	1082	1058	1700	1236	1939	603
ENSG00000271196	0	0	0	0	0	0
ENSG00000295261	0	0	0	0	0	0
ENSG00000295283	0	0	0	0	0	0
ENSG00000289267	3	0	7	1	2	0
EGR1	64	80	64	181	560	131
RPL7P19	0	1	14	2	4	3
ENSG00000308689	0	0	0	0	3	0
ENSG00000308707	0	0	0	0	0	0
ETF1	7665	7424	13916	4863	12359	11273
ENSG00000299264	1	0	1	0	1	1
ENSG00000289155	12	13	21	6	12	16
HSPA9	19987	19676	40818	13186	38067	34446
SNORD63B	0	0	0	0	0	0
CTNNA1	13676	12368	20810	8705	20879	13326
ENSG00000232174	0	0	0	0	0	0
ENSG00000238745	0	0	0	0	0	0
CTNNA1-AS1	7	13	14	12	42	31
LRRTM2	0	0	0	8	18	8
SIL1	207	201	353	227	364	176
ENSG00000249593	7	12	12	3	16	10
RNA5SP194	0	0	0	0	0	0
RPL12P21	0	0	0	0	1	0
RNU6-572P	0	0	0	0	0	0
MATR3	23381	22582	33562	19116	49826	31445
SNHG4	1740	1773	1550	443	1218	1714
SNORA74D	1	0	2	0	1	0
SNORA74A	0	0	0	0	0	0
RNA5SP195	0	0	1	0	0	0
RN7SKP64	0	0	0	0	0	0
PAIP2	4672	4628	6783	3686	10588	8408
ENSG00000272742	1	0	0	0	0	2
SLC23A1	0	0	1	1	1	0
MZB1	4	4	4	9	7	2
ENSG00000302512	0	0	0	0	2	0
PROB1	118	131	232	112	118	30
SPATA24	122	112	173	120	252	101
DNAJC18	684	701	1007	794	2078	1031
ENSG00000279686	0	0	0	0	0	0
RNU5B-4P	0	0	0	0	0	0
ECSCR	11	12	1	1	3	7
SMIM33	0	0	0	0	0	0
STING1	11	15	3	3	12	3
ENSG00000249689	0	0	0	0	0	0
NCOA4P4	0	0	9	0	3	1
ENSG00000286403	24	12	11	28	126	48
UBE2D2	4080	3903	8546	3904	11321	8121
ENSG00000298624	0	0	0	0	1	1
H3P25	0	0	0	0	0	0
CXXC5-AS1	3	3	9	3	1	0
ENSG00000298647	0	0	0	0	0	0
ENSG00000272255	2	7	11	2	8	1
CXXC5	3956	3346	6113	4046	9888	6524
ENSG00000298611	0	0	0	0	0	0
ENSG00000249526	2	1	3	0	1	0
RNU6-236P	0	0	0	0	0	0
PSD2-AS1	1	0	0	0	0	0
ENSG00000309191	0	0	0	0	0	0
ENSG00000309178	1	0	0	0	0	0
ENSG00000309158	0	0	3	0	0	0
ENSG00000251387	0	0	0	0	0	0
ENSG00000302853	0	0	0	0	0	0
PSD2	25	21	38	29	49	15
NRG2	8	8	7	14	59	8
ENSG00000250692	0	0	0	0	0	0
ENSG00000309010	0	0	0	0	0	0
MALINC1	6	3	20	3	6	13
PURA	154	172	543	185	580	614
IGIP	4	14	18	18	43	20
ENSG00000293900	0	0	0	0	3	0
ENSG00000254363	0	0	0	0	0	0
CYSTM1	964	861	1610	712	1403	915
ENSG00000250069	0	0	0	0	0	0
PFDN1	1526	1463	3334	1346	3912	3353
HBEGF	89	86	192	41	159	129
ENSG00000253965	0	0	0	0	0	0
SLC4A9	7	7	2	2	3	0
ANKHD1-DT	65	56	65	46	90	35
RNU4-14P	0	0	0	0	0	0
ENSG00000302458	1	1	0	0	0	0
ANKHD1	95	80	97	29	137	161
ANKHD1-EIF4EBP3	54	34	37	40	183	110
ENSG00000200051	0	0	0	0	1	0
SRA1	1084	1158	2525	994	2383	1386
EIF4EBP3	21	14	33	7	18	9
ENSG00000298741	0	0	0	1	0	0
APBB3	113	117	219	132	274	117
ENSG00000283155	0	0	0	0	0	0
MIR6831	0	0	0	0	0	0
ENSG00000293600	9	17	17	7	4	6
SLC35A4	3	3	6	1	13	9
ENSG00000283602	0	0	0	0	0	0
ENSG00000293441	0	2	0	0	0	0
ENSG00000200235	0	0	0	0	0	0
HAUS1P1	0	2	14	2	13	5
RPL36P11	0	0	0	0	0	0
ENSG00000306175	0	0	0	0	0	0
CD14	4	0	2	2	5	1
NDUFA2	875	749	2450	1017	2535	1854
TMCO6	532	498	647	490	1045	402
IK	1680	1453	3249	1253	4683	3166
MIR3655	0	0	0	0	0	0
WDR55	1089	974	2649	806	1460	1169
DND1	16	11	32	14	11	5
HARS1	1849	1872	3863	1323	3440	3037
HARS2	932	904	1640	738	1464	837
ZMAT2	2036	2040	5468	1490	5341	4934
ENSG00000303096	0	0	0	0	2	0
ENSG00000292256	2	0	2	0	5	5
VTRNA1-1	0	0	0	0	0	0
VTRNA1-2	0	0	0	0	0	0
VTRNA1-3	0	0	0	0	3	0
ENSG00000250515	0	0	0	0	0	0
ENSG00000248106	0	0	0	0	0	0
ENSG00000279726	74	54	28	29	86	35
PCDHA1	8	5	13	4	1	3
PCDHA2	12	4	0	0	1	0
PCDHA3	6	9	3	0	0	2
PCDHA4	99	119	233	154	256	157
PCDHA5	13	1	6	5	16	10
PCDHA6	212	196	3	2	2	1
PCDHA7	20	21	5	3	2	1
PCDHA8	5	2	3	0	1	0
PCDHA9	8	6	0	1	3	1
ENSG00000278907	1	3	0	4	1	0
PCDHA10	213	165	145	9	15	65
PCDHA14	0	0	0	0	0	0
ENSG00000278946	6	18	15	7	11	10
PCDHA11	138	137	637	236	463	296
PCDHA12	106	125	189	60	99	63
ENSG00000278915	29	21	23	13	12	6
ENSG00000278901	3	2	0	0	0	0
PCDHA13	18	22	18	2	5	9
PCDHAC1	97	72	452	88	195	187
ENSG00000279028	0	0	0	0	0	0
PCDHAC2	167	164	824	105	183	273
PCDHB1-AS1	1	2	2	4	10	1
ENSG00000288892	0	0	1	0	0	0
PCDHB1	6	3	28	19	38	10
ENSG00000279558	1	1	0	0	0	0
ENSG00000289752	0	0	0	0	0	0
PCDHB2	848	680	1310	469	1330	1163
ENSG00000272154	0	0	0	0	0	0
PCDHB3	59	60	40	9	37	34
ENSG00000272108	12	5	4	4	11	11
PCDHB4	18	10	27	16	36	19
PCDHB5	761	664	37	4	11	33
ENSG00000280029	0	0	0	0	1	0
PCDHB6	8	0	2	3	13	2
PCDHB17P	0	0	0	0	0	0
ENSG00000290893	2	2	0	0	1	1
ENSG00000280336	0	0	0	1	2	2
PCDHB7	22	14	15	4	12	22
PCDHB8	21	26	3	3	3	1
PCDHB16	369	305	164	39	114	224
ENSG00000279068	2	2	0	0	0	0
ENSG00000278936	0	0	1	0	0	0
PCDHB9	58	52	20	16	26	11
ENSG00000279375	0	0	0	0	0	0
PCDHB10	98	97	100	109	317	123
PCDHB11	28	17	37	26	83	36
PCDHB12	131	109	27	9	21	30
PCDHB13	76	51	71	7	23	37
PCDHB14	101	74	136	133	372	150
ENSG00000279983	0	0	0	0	0	0
PCDHB18P	5	4	1	2	4	4
PCDHB19P	0	0	0	0	0	0
ENSG00000290895	0	0	0	0	0	0
PCDHB15	264	270	390	32	63	204
ENSG00000277795	0	0	0	1	1	0
TAF7	4543	4448	5107	2947	6708	4448
SLC25A2	0	1	0	0	0	0
ENSG00000288095	41	31	28	14	50	23
ENSG00000294471	0	0	0	0	0	0
PCDHGA1	34	21	16	5	14	18
PCDHGA2	13	8	17	6	37	28
PCDHGA3	4	5	6	6	24	15
PCDHGB1	41	44	21	16	26	15
ENSG00000280026	0	0	0	0	0	0
PCDHGA4	11	12	13	11	41	12
PCDHGB2	44	35	46	43	92	66
PCDHGA5	4	7	11	1	5	11
PCDHGB3	4	5	8	3	4	4
PCDHGA6	13	13	16	8	17	17
PCDHGA7	2	3	3	1	8	6
PCDHGB4	185	154	219	4	10	86
PCDHGA8	11	14	12	1	3	12
PCDHGB5	39	40	24	2	6	22
PCDHGA9	6	11	26	96	239	52
PCDHGB6	282	194	599	993	2690	862
PCDHGA10	462	319	612	48	44	297
PCDHGB7	320	303	151	39	125	93
PCDHGA11	80	73	52	22	38	41
PCDHGB8P	2	1	6	2	1	3
ENSG00000279855	0	0	0	0	0	0
PCDHGA12	3	4	7	6	7	0
PCDHGB9P	2	0	4	2	2	7
ENSG00000273557	0	0	0	0	1	0
PCDHGC3	607	429	1386	1290	2472	728
RN7SL68P	0	1	1	0	0	2
PCDHGC4	221	208	431	711	1452	486
PCDHGC5	24	12	23	37	80	39
ENSG00000301026	0	0	2	1	1	1
ENSG00000301000	2	2	5	1	1	2
DIAPH1	5623	4992	10621	2962	6898	6244
DIAPH1-AS1	0	0	0	0	0	0
RPS27AP10	0	0	0	0	0	0
ENSG00000228737	1	0	3	1	1	2
HDAC3	4784	4593	6230	4256	8969	3492
RELL2	570	537	637	562	884	197
FCHSD1	530	510	1028	565	1080	391
ARAP3	3374	2763	3125	2290	4709	1796
ENSG00000289478	10	9	7	1	5	5
ENSG00000286736	4	0	0	1	13	4
ENSG00000295775	0	0	0	0	0	0
ENSG00000297721	1	0	0	4	5	0
ENSG00000287527	16	14	4	35	95	20
ENSG00000278925	7	2	3	8	32	3
ENSG00000306321	1	0	0	1	1	0
ENSG00000307172	15	15	24	18	30	5
ENSG00000293627	3	2	0	0	3	0
PCDH1	6563	5936	9925	5414	11662	5192
ENSG00000287726	6	3	2	7	32	12
ENSG00000226040	0	0	17	2	21	5
ENSG00000299151	0	0	0	0	0	0
ENSG00000306969	10	11	4	7	24	7
DELE1	1839	1697	2635	2331	4868	1935
PCDH12	47	39	20	18	60	10
ENSG00000271871	0	0	7	2	9	2
RNF14	774	699	2544	728	1951	2007
ENSG00000254099	0	0	0	0	0	0
GNPDA1	3330	3295	5618	2093	4204	3098
ENSG00000308869	0	0	1	0	3	2
ENSG00000250347	0	0	1	0	2	0
ENSG00000298146	0	1	0	0	0	0
ENSG00000300089	0	0	1	0	0	0
NDFIP1	2121	1972	4089	2258	5605	5441
ENSG00000289306	2	0	1	2	5	2
ENSG00000300546	2	3	4	0	1	1
ENSG00000280047	1	5	6	2	5	3
SPRY4	6687	5599	8651	7103	19804	8089
ENSG00000277968	0	0	0	0	0	0
ENSG00000274721	0	0	0	0	0	0
SPRY4-AS1	207	181	190	129	361	235
ENSG00000294693	0	0	0	0	0	0
RPS12P10	0	0	0	0	0	0
FGF1	8	4	31	3	11	10
ENSG00000287203	0	0	0	0	0	0
ARHGAP26	834	669	976	361	993	920
ENSG00000295399	0	0	0	0	0	0
ARHGAP26-AS1	0	0	0	0	0	0
ENSG00000285366	0	0	0	0	0	0
ARHGAP26-IT1	0	0	0	0	0	0
ENSG00000299842	0	0	0	0	0	0
ENSG00000294576	0	0	0	0	1	0
ENSG00000294596	0	0	0	0	0	0
ENSG00000300303	0	1	1	1	0	0
NR3C1	572	518	1624	839	2557	1578
RPL7P21	33	28	50	8	23	13
ENSG00000279679	0	0	1	0	0	0
ENSG00000305502	2	2	5	0	10	2
ENSG00000279130	2	2	3	0	1	3
ENSG00000249429	0	0	0	0	0	0
ENSG00000251205	0	0	0	0	0	0
RNU7-156P	0	0	0	0	0	0
ENSG00000249881	0	0	0	0	0	0
MIR5197	0	0	0	0	0	0
ENSG00000302178	0	0	0	0	0	0
ENSG00000293852	1	0	1	0	0	0
ENSG00000225869	0	1	3	0	2	0
HMHB1	0	0	0	0	0	0
RN7SL87P	0	0	0	0	0	0
YIPF5	1469	1362	2111	1118	2061	1603
KCTD16	19	17	17	23	67	21
ENSG00000249605	0	0	0	0	0	0
ENSG00000285605	0	0	0	0	0	0
CKS1BP5	0	0	0	0	0	0
ENSG00000213488	0	0	0	0	0	0
RN7SKP246	0	0	0	0	0	0
ENSG00000294775	0	0	0	0	0	0
ENSG00000251031	2	0	0	0	2	2
NAMPTP2	0	0	0	0	0	0
ASS1P10	0	0	4	0	1	0
ENSG00000250842	1	0	0	1	7	2
ENSG00000248125	0	0	0	0	0	0
PRELID2	406	392	160	630	1684	489
TRPC6P2	1	0	0	2	1	0
GRXCR2	1	0	0	0	0	0
ENSG00000294241	0	0	0	0	0	0
SH3RF2	62	38	86	35	103	73
ENSG00000248493	0	0	0	0	0	0
ENSG00000293883	0	0	0	0	0	0
ENSG00000293862	0	0	0	0	0	0
PLAC8L1	20	14	24	18	49	64
ENSG00000251556	0	0	2	0	0	0
LARS1	11069	10843	19165	7707	23830	18622
RPL35AP16	0	0	0	0	0	0
RPL35AP17	0	0	0	0	0	0
ENSG00000275740	0	0	0	0	0	0
RBM27	1294	1266	2253	950	2969	2563
RNU7-180P	0	0	0	0	0	0
ENSG00000250025	0	0	0	0	0	0
POU4F3	0	2	4	1	3	0
ENSG00000271724	0	0	0	0	0	0
ENSG00000248842	0	0	0	0	0	0
TCERG1	3984	3484	5385	3029	10428	6970
ENSG00000277568	0	0	0	1	1	0
GPR151	0	2	0	2	0	3
ENSG00000304935	0	1	1	0	2	0
ENSG00000250407	1	0	0	0	0	0
PPP2R2B	1794	1634	2190	1406	4544	2440
RNA5SP196	0	0	0	0	0	0
RN7SL791P	0	0	0	0	0	0
KRT8P48	0	0	5	0	4	2
ENSG00000304989	0	0	0	0	0	0
PPP2R2B-IT1	0	0	0	0	0	0
ENSG00000305004	0	0	0	0	0	0
ENSG00000286468	0	0	0	0	0	0
STK32A-AS1	2	2	3	4	10	0
STK32A	40	41	80	48	151	58
DPYSL3	25885	24438	61532	27227	71706	46048
ENSG00000272239	0	0	0	0	0	0
JAKMIP2-AS1	784	748	1437	534	1662	1224
JAKMIP2	896	800	749	1464	5014	1528
ENSG00000287630	23	32	51	11	16	46
ENSG00000304033	0	0	0	0	0	0
SPINK1	14	16	27	10	22	19
ENSG00000249518	0	0	1	0	0	0
SCGB3A2	1072	1034	3414	93	34	1931
ENSG00000288774	31	24	124	7	1	128
C5orf46	0	0	0	0	0	0
ENSG00000248362	0	0	0	0	0	0
ENSG00000251320	0	0	0	0	0	0
EEF1GP2	0	0	0	0	0	0
SPINK5	173	126	215	17	44	223
FBXO38-DT	28	14	32	18	76	38
ENSG00000309693	0	0	0	0	0	0
SPINK14	0	0	0	0	0	0
SPINK6	0	0	0	0	0	0
HMGN1P16	0	0	0	0	0	0
MARCOL	0	0	0	0	0	0
SPINK13	0	1	2	0	2	2
PGBD4P3	0	0	0	0	0	0
SPINK7	0	0	0	0	0	0
SPINK9	1	1	1	1	6	0
ENSG00000308790	0	0	0	0	0	0
ENSG00000283653	0	0	0	0	0	0
FBXO38	1077	1026	1764	820	2300	1781
ENSG00000251330	0	0	0	0	0	0
HTR4	0	1	3	6	19	5
ENSG00000300418	0	0	0	0	0	0
ENSG00000253297	0	0	0	0	0	0
ENSG00000303337	0	0	0	0	0	0
ENSG00000303969	0	3	0	1	1	0
ADRB2	28	43	33	28	63	18
ENSG00000303982	0	0	0	0	0	0
ENSG00000289430	0	0	0	0	0	0
ENSG00000303997	0	0	0	0	0	0
SH3TC2	8	15	2	1	8	4
ENSG00000272411	0	1	0	0	0	0
RNU6-732P	0	0	0	0	0	0
MIR584	0	0	0	0	0	0
SH3TC2-DT	0	1	0	0	0	0
RN7SKP145	0	0	0	0	0	0
ABLIM3	49	37	20	17	41	18
ENSG00000248647	0	0	0	0	0	0
ENSG00000253406	0	0	0	0	0	0
AFAP1L1	324	329	402	233	576	244
ENSG00000307265	0	0	0	0	0	0
ENSG00000302759	0	0	0	0	0	0
ENSG00000285736	4	1	1	0	5	6
GRPEL2	1458	1416	4310	1167	3520	3699
GRPEL2-AS1	0	0	0	0	2	0
PCYOX1L	1059	934	1746	1222	3157	1522
ENSG00000253865	8	13	10	4	12	6
IL17B	1	0	3	0	0	0
CARMN	0	2	1	2	8	0
ENSG00000310501	0	0	0	0	0	1
LNPPS	0	0	0	0	0	0
MIR143	0	0	0	0	0	0
MIR145	0	0	0	0	0	0
CSNK1A1	4884	4902	8230	4327	8626	4730
ENSG00000230551	159	138	161	100	311	195
RPL29P14	1	0	6	0	2	0
ARHGEF37	50	53	25	32	65	25
RNU6-588P	0	0	0	0	0	0
ENSG00000306902	0	1	3	1	0	0
ENSG00000295400	0	0	0	0	0	0
ENSG00000300923	0	0	0	0	0	0
ENSG00000301068	0	0	0	0	0	0
ENSG00000287323	0	0	0	0	0	0
RN7SL868P	0	0	0	0	0	0
